,ID,Crop_Damage
225,F00000855,1
226,F00000857,1
227,F00000858,1
228,F00000860,1
229,F00000861,1
230,F00000863,1
231,F00000864,1
232,F00000865,1
233,F00000868,1
234,F00000869,1
235,F00000871,1
236,F00000879,1
237,F00000882,1
238,F00000883,1
239,F00000885,1
240,F00000891,1
241,F00000892,1
242,F00000896,1
243,F00000902,1
244,F00000903,1
245,F00000907,1
246,F00000915,1
247,F00000918,1
248,F00000922,1
249,F00000926,1
250,F00000930,1
251,F00000931,1
252,F00000932,1
253,F00000934,1
254,F00000940,1
255,F00000941,1
256,F00000947,1
257,F00000948,1
258,F00000955,1
259,F00000960,1
260,F00000966,1
261,F00000970,1
262,F00000972,1
263,F00000977,1
264,F00000980,1
265,F00000983,1
266,F00001001,1
267,F00001006,1
268,F00001010,1
269,F00001015,1
270,F00001017,1
271,F00001020,1
272,F00001033,1
273,F00001034,1
274,F00001036,1
275,F00001042,1
276,F00001047,1
277,F00001050,1
278,F00001054,1
279,F00001058,1
280,F00001075,1
281,F00001081,1
282,F00001085,1
283,F00001088,1
284,F00001092,1
285,F00001093,1
286,F00001095,1
287,F00001096,1
288,F00001103,1
289,F00001108,1
290,F00001109,1
291,F00001110,1
292,F00001115,1
293,F00001122,1
294,F00001123,1
295,F00001125,1
296,F00001129,1
297,F00001133,1
298,F00001137,1
299,F00001141,1
300,F00001145,1
301,F00001148,1
302,F00001150,1
303,F00001159,1
304,F00001161,1
305,F00001167,1
306,F00001172,1
307,F00001174,1
308,F00001175,1
309,F00001178,1
310,F00001180,1
311,F00001185,1
312,F00001195,1
313,F00001196,1
314,F00001202,1
315,F00001204,1
316,F00001208,1
317,F00001213,1
318,F00001215,1
319,F00001217,1
320,F00001219,1
321,F00001223,1
322,F00001226,1
323,F00001227,1
324,F00001231,1
325,F00001234,1
326,F00001236,1
327,F00001237,1
328,F00001238,1
329,F00001239,1
330,F00001240,1
331,F00001241,1
332,F00001242,1
333,F00001244,1
334,F00001249,1
335,F00001257,1
336,F00001259,1
337,F00001261,1
338,F00001263,1
339,F00001266,1
340,F00001269,1
341,F00001272,1
342,F00001274,1
343,F00001278,1
344,F00001279,1
345,F00001283,1
346,F00001290,1
347,F00001296,1
348,F00001302,1
349,F00001306,1
350,F00001309,1
351,F00001316,1
352,F00001331,1
353,F00001335,1
354,F00001343,1
355,F00001345,1
356,F00001352,1
357,F00001358,1
358,F00001361,1
359,F00001375,1
360,F00001382,1
361,F00001384,1
362,F00001386,1
363,F00001387,1
364,F00001391,1
365,F00001407,1
366,F00001408,1
367,F00001411,1
368,F00001420,1
369,F00001423,1
370,F00001426,1
371,F00001430,1
372,F00001438,1
373,F00001452,1
374,F00001456,1
375,F00001463,1
376,F00001471,1
377,F00001476,1
378,F00001478,1
379,F00001479,1
380,F00001482,1
381,F00001483,1
382,F00001484,1
383,F00001491,1
384,F00001492,1
385,F00001494,1
386,F00001498,1
387,F00001501,1
388,F00001507,1
389,F00001514,1
390,F00001515,1
391,F00001517,1
392,F00001519,1
393,F00001521,1
394,F00001527,1
395,F00001530,1
396,F00001532,1
397,F00001533,1
398,F00001537,1
399,F00001539,1
400,F00001541,1
401,F00001542,1
402,F00001544,1
403,F00001547,1
404,F00001551,1
405,F00001562,1
406,F00001563,1
407,F00001564,1
408,F00001565,1
409,F00001566,1
410,F00001576,1
411,F00001577,1
412,F00001578,1
413,F00001580,1
414,F00001583,1
415,F00001588,1
416,F00001589,1
417,F00001594,1
418,F00001596,1
419,F00001601,1
420,F00001605,1
421,F00001607,1
422,F00001612,1
423,F00001615,1
424,F00001620,1
425,F00001631,1
426,F00001636,1
427,F00001638,1
428,F00001645,1
429,F00001651,1
430,F00001663,1
431,F00001669,1
432,F00001674,1
433,F00001690,1
434,F00001692,1
435,F00001695,1
436,F00001697,1
437,F00001702,1
438,F00001705,1
439,F00001715,1
440,F00001720,1
441,F00001722,1
442,F00001723,1
443,F00001727,1
444,F00001730,1
445,F00001731,1
446,F00001732,1
447,F00001737,1
448,F00001738,1
449,F00001741,1
450,F00001743,1
451,F00001747,1
452,F00001749,1
453,F00001751,1
454,F00001753,1
455,F00001755,1
456,F00001759,1
457,F00001765,1
458,F00001767,1
459,F00001772,1
460,F00001788,1
461,F00001793,1
462,F00001800,1
463,F00001801,1
464,F00001804,1
465,F00001805,1
466,F00001806,1
467,F00001808,1
468,F00001811,1
469,F00001815,1
470,F00001821,1
471,F00001825,1
472,F00001826,1
473,F00001828,1
474,F00001831,1
475,F00001835,1
476,F00001837,1
477,F00001839,1
478,F00001842,1
479,F00001843,1
480,F00001844,1
481,F00001845,1
482,F00001847,1
483,F00001859,1
484,F00001861,1
485,F00001866,1
486,F00001870,1
487,F00001873,1
488,F00001877,1
489,F00001883,1
490,F00001885,1
491,F00001888,1
492,F00001890,1
493,F00001892,1
494,F00001895,1
495,F00001901,1
496,F00001902,1
497,F00001904,1
498,F00001906,1
499,F00001910,1
500,F00001912,1
501,F00001913,1
502,F00001919,1
503,F00001920,1
504,F00001924,1
505,F00001930,1
506,F00001937,1
507,F00001941,1
508,F00001942,1
509,F00001946,1
510,F00001954,1
511,F00001956,1
512,F00001961,1
513,F00001962,1
514,F00001982,1
515,F00001986,1
516,F00001988,1
517,F00001991,1
518,F00001996,1
519,F00001997,1
520,F00001999,1
521,F00002001,1
522,F00002002,1
523,F00002004,1
524,F00002012,1
525,F00002013,1
526,F00002021,1
527,F00002022,1
528,F00002027,1
529,F00002036,1
530,F00002037,1
531,F00002042,1
532,F00002043,1
533,F00002048,1
534,F00002051,1
535,F00002057,1
536,F00002060,1
537,F00002068,1
538,F00002069,1
539,F00002070,1
540,F00002077,1
541,F00002078,1
542,F00002081,1
543,F00002088,1
544,F00002089,1
545,F00002092,1
546,F00002095,1
547,F00002096,1
548,F00002097,1
549,F00002103,1
550,F00002104,1
551,F00002108,1
552,F00002111,1
553,F00002115,1
554,F00002117,1
555,F00002120,1
556,F00002125,1
557,F00002133,1
558,F00002135,1
559,F00002138,1
560,F00002143,1
561,F00002145,1
562,F00002150,1
563,F00002153,1
564,F00002155,1
565,F00002163,1
566,F00002167,1
567,F00002171,1
568,F00002180,1
569,F00002185,1
570,F00002187,1
571,F00002188,1
572,F00002189,1
573,F00002194,1
574,F00002195,1
575,F00002201,1
576,F00002204,1
577,F00002208,1
578,F00002211,1
579,F00002227,1
580,F00002228,1
581,F00002233,1
582,F00002234,1
583,F00002242,1
584,F00002243,1
585,F00002244,1
586,F00002246,1
587,F00002248,1
588,F00002250,1
589,F00002258,1
590,F00002263,1
591,F00002265,1
592,F00002266,1
593,F00002267,1
594,F00002273,1
595,F00002280,1
596,F00002281,1
597,F00002282,1
598,F00002287,1
599,F00002290,1
600,F00002292,1
601,F00002293,1
602,F00002294,1
603,F00002295,1
604,F00002297,1
605,F00002303,1
606,F00002307,1
607,F00002309,1
608,F00002313,1
609,F00002328,1
610,F00002329,1
611,F00002335,1
612,F00002336,1
613,F00002343,1
614,F00002344,1
615,F00002352,1
616,F00002353,1
617,F00002354,1
618,F00002355,1
619,F00002361,1
620,F00002364,1
621,F00002367,1
622,F00002370,1
623,F00002374,1
624,F00002380,1
625,F00002382,1
626,F00002389,1
627,F00002390,1
628,F00002391,1
629,F00002401,1
630,F00002404,1
631,F00002405,1
632,F00002413,1
633,F00002418,1
634,F00002422,1
635,F00002426,1
636,F00002430,1
637,F00002436,1
638,F00002438,1
639,F00002440,1
640,F00002445,1
641,F00002446,1
642,F00002451,1
643,F00002454,1
644,F00002455,1
645,F00002458,1
646,F00002463,1
647,F00002465,1
648,F00002466,1
649,F00002469,1
650,F00002474,1
651,F00002477,1
652,F00002478,1
653,F00002479,1
654,F00002485,1
655,F00002486,1
656,F00002489,1
657,F00002495,1
658,F00002501,1
659,F00002503,1
660,F00002505,1
661,F00002507,1
662,F00002509,1
663,F00002514,1
664,F00002515,1
665,F00002516,1
666,F00002522,1
667,F00002523,1
668,F00002527,1
669,F00002530,1
670,F00002539,1
671,F00002544,1
672,F00002548,1
673,F00002552,1
674,F00002556,1
675,F00002563,1
676,F00002564,1
677,F00002567,1
678,F00002572,1
679,F00002582,1
680,F00002583,1
681,F00002586,1
682,F00002593,1
683,F00002596,1
684,F00002597,1
685,F00002598,1
686,F00002600,1
687,F00002602,1
688,F00002605,1
689,F00002612,1
690,F00002613,1
691,F00002615,1
692,F00002617,1
693,F00002621,1
694,F00002623,1
695,F00002624,1
696,F00002625,1
697,F00002626,1
698,F00002629,1
699,F00002632,1
700,F00002640,1
701,F00002641,1
702,F00002650,1
703,F00002655,1
704,F00002658,1
705,F00002662,1
706,F00002671,1
707,F00002673,1
708,F00002675,1
709,F00002676,1
710,F00002677,1
711,F00002687,1
712,F00002690,1
713,F00002693,1
714,F00002695,1
715,F00002697,1
716,F00002698,1
717,F00002700,1
718,F00002702,1
719,F00002707,1
720,F00002710,1
721,F00002711,1
722,F00002727,1
723,F00002731,1
724,F00002733,1
725,F00002740,1
726,F00002742,1
727,F00002744,1
728,F00002747,1
729,F00002756,1
730,F00002757,1
731,F00002760,1
732,F00002767,1
733,F00002774,1
734,F00002785,1
735,F00002786,1
736,F00002790,1
737,F00002791,1
738,F00002792,1
739,F00002800,1
740,F00002802,1
741,F00002805,1
742,F00002806,1
743,F00002810,1
744,F00002815,1
745,F00002817,1
746,F00002822,1
747,F00002823,1
748,F00002824,1
749,F00002827,1
750,F00002830,1
751,F00002832,1
752,F00002842,1
753,F00002843,1
754,F00002844,1
755,F00002854,1
756,F00002861,1
757,F00002863,1
758,F00002870,1
759,F00002871,1
760,F00002873,1
761,F00002874,1
762,F00002881,1
763,F00002886,1
764,F00002891,1
765,F00002897,1
766,F00002899,1
767,F00002903,1
768,F00002904,1
769,F00002907,1
770,F00002915,1
771,F00002917,1
772,F00002927,1
773,F00002929,1
774,F00002930,1
775,F00002933,1
776,F00002934,1
777,F00002940,1
778,F00002943,1
779,F00002950,1
780,F00002951,1
781,F00002952,1
782,F00002954,1
783,F00002955,1
784,F00002962,1
785,F00002964,1
786,F00002965,1
787,F00002966,1
788,F00002975,1
789,F00002979,1
790,F00002990,1
791,F00002994,1
792,F00002996,1
793,F00003008,1
794,F00003013,1
795,F00003015,1
796,F00003016,1
797,F00003019,1
798,F00003029,1
799,F00003030,1
800,F00003031,1
801,F00003050,1
802,F00003061,1
803,F00003065,1
804,F00003070,1
805,F00003072,1
806,F00003075,1
807,F00003085,1
808,F00003089,1
809,F00003093,1
810,F00003094,1
811,F00003097,1
812,F00003099,1
813,F00003100,1
814,F00003107,1
815,F00003111,1
816,F00003112,1
817,F00003115,1
818,F00003118,1
819,F00003119,1
820,F00003130,1
821,F00003131,1
822,F00003138,1
823,F00003150,1
824,F00003153,1
825,F00003154,1
826,F00003158,1
827,F00003162,1
828,F00003166,1
829,F00003170,1
830,F00003172,1
831,F00003181,1
832,F00003182,1
833,F00003187,1
834,F00003192,1
835,F00003193,1
836,F00003194,1
837,F00003195,1
838,F00003199,1
839,F00003207,1
840,F00003208,1
841,F00003210,1
842,F00003211,1
843,F00003212,1
844,F00003221,1
845,F00003222,1
846,F00003223,1
847,F00003227,1
848,F00003228,1
849,F00003232,1
850,F00003233,1
851,F00003236,1
852,F00003242,1
853,F00003244,1
854,F00003246,1
855,F00003258,1
856,F00003259,1
857,F00003262,1
858,F00003263,1
859,F00003269,1
860,F00003271,1
861,F00003275,1
862,F00003282,1
863,F00003284,1
864,F00003285,1
865,F00003317,1
866,F00003318,1
867,F00003321,1
868,F00003325,1
869,F00003326,1
870,F00003330,1
871,F00003333,1
872,F00003337,1
873,F00003340,1
874,F00003359,1
875,F00003362,1
876,F00003366,1
877,F00003371,1
878,F00003374,1
879,F00003376,1
880,F00003388,1
881,F00003390,1
882,F00003391,1
883,F00003392,1
884,F00003393,1
885,F00003396,1
886,F00003399,1
887,F00003401,1
888,F00003406,1
889,F00003409,1
890,F00003411,1
891,F00003417,1
892,F00003418,1
893,F00003420,1
894,F00003421,1
895,F00003427,1
896,F00003437,1
897,F00003441,1
898,F00003450,1
899,F00003452,1
900,F00003456,1
901,F00003464,1
902,F00003467,1
903,F00003471,1
904,F00003472,1
905,F00003473,1
906,F00003484,1
907,F00003488,1
908,F00003490,1
909,F00003493,1
910,F00003495,1
911,F00003503,1
912,F00003508,1
913,F00003512,1
914,F00003514,1
915,F00003519,1
916,F00003522,1
917,F00003523,1
918,F00003525,1
919,F00003528,1
920,F00003530,1
921,F00003532,1
922,F00003539,1
923,F00003540,1
924,F00003545,1
925,F00003546,1
926,F00003567,1
927,F00003568,1
928,F00003569,1
929,F00003571,1
930,F00003572,1
931,F00003575,1
932,F00003578,1
933,F00003583,1
934,F00003584,1
935,F00003589,1
936,F00003590,1
937,F00003601,1
938,F00003607,1
939,F00003621,1
940,F00003627,1
941,F00003628,1
942,F00003629,1
943,F00003632,1
944,F00003640,1
945,F00003642,1
946,F00003644,1
947,F00003649,1
948,F00003654,1
949,F00003660,1
950,F00003661,1
951,F00003665,1
952,F00003667,1
953,F00003672,1
954,F00003676,1
955,F00003678,1
956,F00003683,1
957,F00003684,1
958,F00003685,1
959,F00003686,1
960,F00003687,1
961,F00003691,1
962,F00003695,1
963,F00003697,1
964,F00003698,1
965,F00003705,1
966,F00003711,1
967,F00003713,1
968,F00003714,1
969,F00003715,1
970,F00003721,1
971,F00003727,1
972,F00003728,1
973,F00003732,1
974,F00003733,1
975,F00003740,1
976,F00003743,1
977,F00003746,1
978,F00003750,1
979,F00003751,1
980,F00003752,1
981,F00003762,1
982,F00003766,1
983,F00003767,1
984,F00003769,1
985,F00003771,1
986,F00003773,1
987,F00003774,1
988,F00003775,1
989,F00003776,1
990,F00003777,1
991,F00003778,1
992,F00003779,1
993,F00003784,1
994,F00003785,1
995,F00003786,1
996,F00003787,1
997,F00003793,1
998,F00003798,1
999,F00003799,1
1000,F00003803,1
1001,F00003804,1
1002,F00003807,1
1003,F00003810,1
1004,F00003814,1
1005,F00003818,1
1006,F00003819,1
1007,F00003825,1
1008,F00003828,1
1009,F00003829,1
1010,F00003830,1
1011,F00003832,1
1012,F00003834,1
1013,F00003835,1
1014,F00003836,1
1015,F00003838,1
1016,F00003839,1
1017,F00003840,1
1018,F00003844,1
1019,F00003846,1
1020,F00003849,1
1021,F00003853,1
1022,F00003854,1
1023,F00003861,1
1024,F00003863,1
1025,F00003864,1
1026,F00003869,1
1027,F00003871,1
1028,F00003873,1
1029,F00003875,1
1030,F00003876,1
1031,F00003877,1
1032,F00003879,1
1033,F00003880,1
1034,F00003886,1
1035,F00003889,1
1036,F00003901,1
1037,F00003911,1
1038,F00003913,1
1039,F00003915,1
1040,F00003918,1
1041,F00003921,1
1042,F00003922,1
1043,F00003924,1
1044,F00003925,1
1045,F00003926,1
1046,F00003927,1
1047,F00003928,1
1048,F00003929,1
1049,F00003932,1
1050,F00003934,1
1051,F00003936,1
1052,F00003938,1
1053,F00003945,1
1054,F00003947,1
1055,F00003949,1
1056,F00003951,1
1057,F00003955,1
1058,F00003960,1
1059,F00003963,1
1060,F00003967,1
1061,F00003968,1
1062,F00003972,1
1063,F00003976,1
1064,F00003980,1
1065,F00003981,1
1066,F00003982,1
1067,F00003985,1
1068,F00003996,1
1069,F00004003,1
1070,F00004005,1
1071,F00004009,1
1072,F00004011,1
1073,F00004018,1
1074,F00004026,1
1075,F00004029,1
1076,F00004034,1
1077,F00004036,1
1078,F00004041,1
1079,F00004044,1
1080,F00004048,1
1081,F00004049,1
1082,F00004054,1
1083,F00004058,1
1084,F00004060,1
1085,F00004064,1
1086,F00004065,1
1087,F00004069,1
1088,F00004073,1
1089,F00004075,1
1090,F00004081,1
1091,F00004084,1
1092,F00004094,1
1093,F00004095,1
1094,F00004096,1
1095,F00004098,1
1096,F00004103,1
1097,F00004104,1
1098,F00004107,1
1099,F00004121,1
1100,F00004122,1
1101,F00004128,1
1102,F00004130,1
1103,F00004138,1
1104,F00004142,1
1105,F00004146,1
1106,F00004147,1
1107,F00004151,1
1108,F00004153,1
1109,F00004157,1
1110,F00004161,1
1111,F00004162,1
1112,F00004163,1
1113,F00004167,1
1114,F00004168,1
1115,F00004169,1
1116,F00004170,1
1117,F00004179,1
1118,F00004183,1
1119,F00004185,1
1120,F00004186,1
1121,F00004191,1
1122,F00004193,1
1123,F00004204,1
1124,F00004205,1
1125,F00004207,1
1126,F00004211,1
1127,F00004215,1
1128,F00004219,1
1129,F00004223,1
1130,F00004228,1
1131,F00004229,1
1132,F00004231,1
1133,F00004233,1
1134,F00004234,1
1135,F00004235,1
1136,F00004237,1
1137,F00004239,1
1138,F00004250,1
1139,F00004254,1
1140,F00004256,1
1141,F00004259,1
1142,F00004260,1
1143,F00004269,1
1144,F00004271,1
1145,F00004281,1
1146,F00004287,1
1147,F00004289,1
1148,F00004295,1
1149,F00004296,1
1150,F00004305,1
1151,F00004312,1
1152,F00004313,1
1153,F00004314,1
1154,F00004319,1
1155,F00004325,1
1156,F00004328,1
1157,F00004329,1
1158,F00004334,1
1159,F00004349,1
1160,F00004365,1
1161,F00004366,1
1162,F00004367,1
1163,F00004371,1
1164,F00004372,1
1165,F00004376,1
1166,F00004380,1
1167,F00004384,1
1168,F00004388,1
1169,F00004396,1
1170,F00004404,1
1171,F00004408,1
1172,F00004413,1
1173,F00004421,1
1174,F00004423,1
1175,F00004424,1
1176,F00004428,1
1177,F00004429,1
1178,F00004439,1
1179,F00004440,1
1180,F00004450,1
1181,F00004451,1
1182,F00004453,1
1183,F00004454,1
1184,F00004456,1
1185,F00004457,1
1186,F00004458,1
1187,F00004460,1
1188,F00004469,1
1189,F00004479,1
1190,F00004480,1
1191,F00004485,1
1192,F00004489,1
1193,F00004490,1
1194,F00004496,1
1195,F00004497,1
1196,F00004498,1
1197,F00004501,1
1198,F00004510,1
1199,F00004514,1
1200,F00004515,1
1201,F00004516,1
1202,F00004517,1
1203,F00004518,1
1204,F00004519,1
1205,F00004527,1
1206,F00004531,1
1207,F00004537,1
1208,F00004540,1
1209,F00004544,1
1210,F00004545,1
1211,F00004547,1
1212,F00004548,1
1213,F00004555,1
1214,F00004557,1
1215,F00004561,1
1216,F00004566,1
1217,F00004569,1
1218,F00004570,1
1219,F00004573,1
1220,F00004575,1
1221,F00004577,1
1222,F00004579,1
1223,F00004582,1
1224,F00004583,1
1225,F00004585,1
1226,F00004587,1
1227,F00004588,1
1228,F00004589,1
1229,F00004597,1
1230,F00004598,1
1231,F00004599,1
1232,F00004600,1
1233,F00004602,1
1234,F00004606,1
1235,F00004609,1
1236,F00004610,1
1237,F00004611,1
1238,F00004612,1
1239,F00004615,1
1240,F00004623,1
1241,F00004638,1
1242,F00004640,1
1243,F00004649,1
1244,F00004650,1
1245,F00004651,1
1246,F00004652,1
1247,F00004655,1
1248,F00004656,1
1249,F00004658,1
1250,F00004660,1
1251,F00004664,1
1252,F00004665,1
1253,F00004667,1
1254,F00004670,1
1255,F00004672,1
1256,F00004673,1
1257,F00004674,1
1258,F00004676,1
1259,F00004678,1
1260,F00004679,1
1261,F00004684,1
1262,F00004689,1
1263,F00004698,1
1264,F00004699,1
1265,F00004702,1
1266,F00004703,1
1267,F00004704,1
1268,F00004706,1
1269,F00004709,1
1270,F00004710,1
1271,F00004716,1
1272,F00004718,1
1273,F00004719,1
1274,F00004723,1
1275,F00004725,1
1276,F00004726,1
1277,F00004727,1
1278,F00004736,1
1279,F00004737,1
1280,F00004738,1
1281,F00004739,1
1282,F00004750,1
1283,F00004751,1
1284,F00004753,1
1285,F00004755,1
1286,F00004765,1
1287,F00004767,1
1288,F00004768,1
1289,F00004770,1
1290,F00004773,1
1291,F00004774,1
1292,F00004778,1
1293,F00004779,1
1294,F00004782,1
1295,F00004788,1
1296,F00004794,1
1297,F00004801,1
1298,F00004807,1
1299,F00004808,1
1300,F00004813,1
1301,F00004818,1
1302,F00004824,1
1303,F00004825,1
1304,F00004826,1
1305,F00004829,1
1306,F00004830,1
1307,F00004831,1
1308,F00004832,1
1309,F00004833,1
1310,F00004838,1
1311,F00004840,1
1312,F00004841,1
1313,F00004843,1
1314,F00004845,1
1315,F00004847,1
1316,F00004848,1
1317,F00004854,1
1318,F00004855,1
1319,F00004862,1
1320,F00004872,1
1321,F00004882,1
1322,F00004885,1
1323,F00004886,1
1324,F00004893,1
1325,F00004898,1
1326,F00004899,1
1327,F00004901,1
1328,F00004902,1
1329,F00004910,1
1330,F00004912,1
1331,F00004913,1
1332,F00004918,1
1333,F00004922,1
1334,F00004934,1
1335,F00004938,1
1336,F00004943,1
1337,F00004957,1
1338,F00004958,1
1339,F00004962,1
1340,F00004964,1
1341,F00004966,1
1342,F00004975,1
1343,F00004979,1
1344,F00004980,1
1345,F00004985,1
1346,F00004986,1
1347,F00004991,1
1348,F00004992,1
1349,F00004996,1
1350,F00005000,1
1351,F00005003,1
1352,F00005007,1
1353,F00005014,1
1354,F00005015,1
1355,F00005023,1
1356,F00005029,1
1357,F00005031,1
1358,F00005032,1
1359,F00005033,1
1360,F00005036,1
1361,F00005038,1
1362,F00005040,1
1363,F00005042,1
1364,F00005043,1
1365,F00005048,1
1366,F00005051,1
1367,F00005054,1
1368,F00005057,1
1369,F00005062,1
1370,F00005064,1
1371,F00005067,1
1372,F00005075,1
1373,F00005082,1
1374,F00005084,1
1375,F00005087,1
1376,F00005093,1
1377,F00005097,1
1378,F00005100,1
1379,F00005101,1
1380,F00005104,1
1381,F00005105,1
1382,F00005110,1
1383,F00005117,1
1384,F00005120,1
1385,F00005125,1
1386,F00005131,1
1387,F00005142,1
1388,F00005145,1
1389,F00005147,1
1390,F00005149,1
1391,F00005150,1
1392,F00005155,1
1393,F00005157,1
1394,F00005158,1
1395,F00005159,1
1396,F00005164,1
1397,F00005169,1
1398,F00005176,1
1399,F00005177,1
1400,F00005185,1
1401,F00005192,1
1402,F00005194,1
1403,F00005195,1
1404,F00005199,1
1405,F00005202,1
1406,F00005213,1
1407,F00005214,1
1408,F00005218,1
1409,F00005223,1
1410,F00005230,1
1411,F00005235,1
1412,F00005236,1
1413,F00005238,1
1414,F00005239,1
1415,F00005240,1
1416,F00005242,1
1417,F00005245,1
1418,F00005249,1
1419,F00005253,1
1420,F00005256,1
1421,F00005258,1
1422,F00005262,1
1423,F00005264,1
1424,F00005265,1
1425,F00005273,1
1426,F00005282,1
1427,F00005285,1
1428,F00005289,1
1429,F00005295,1
1430,F00005297,1
1431,F00005298,1
1432,F00005302,1
1433,F00005306,1
1434,F00005310,1
1435,F00005317,1
1436,F00005320,1
1437,F00005323,1
1438,F00005325,1
1439,F00005329,1
1440,F00005347,1
1441,F00005350,1
1442,F00005351,1
1443,F00005352,1
1444,F00005359,1
1445,F00005362,1
1446,F00005365,1
1447,F00005366,1
1448,F00005367,1
1449,F00005374,1
1450,F00005377,1
1451,F00005385,1
1452,F00005388,1
1453,F00005389,1
1454,F00005392,1
1455,F00005393,1
1456,F00005397,1
1457,F00005403,1
1458,F00005404,1
1459,F00005421,1
1460,F00005424,1
1461,F00005428,1
1462,F00005433,1
1463,F00005435,1
1464,F00005438,1
1465,F00005441,1
1466,F00005443,1
1467,F00005449,1
1468,F00005451,1
1469,F00005453,1
1470,F00005468,1
1471,F00005472,1
1472,F00005477,1
1473,F00005484,1
1474,F00005485,1
1475,F00005488,1
1476,F00005493,1
1477,F00005500,1
1478,F00005502,1
1479,F00005511,1
1480,F00005512,1
1481,F00005521,1
1482,F00005527,1
1483,F00005528,1
1484,F00005531,1
1485,F00005533,1
1486,F00005536,1
1487,F00005537,1
1488,F00005543,1
1489,F00005548,1
1490,F00005549,1
1491,F00005550,1
1492,F00005552,1
1493,F00005553,1
1494,F00005554,1
1495,F00005556,1
1496,F00005560,1
