ID,User,Tweets,fav_count,rt_count,tweet_date,Sentiment
1359813497039822852,Sarang Pokhare,britain supercharge uae s artificial intelligence ambition,1,0,2021-02-11 10:36:16,negative
1359813313572425735,CROSSLINKER,artificial intelligence plus internet thing aiot market detail research report business strategy trend regional analysis forecast aispeech ibm intel courier crosslinker,0,0,2021-02-11 10:35:32,negative
1359813293720948739,Pawan,artificial intelligence healthcare diagnosis market grow cagr reach u million via,0,0,2021-02-11 10:35:27,negative
1359813248862851078,AI,facebook reject fashion ad automate intelligence system instagram facebook repeatedly deny ad place small business make stylish clothing disabled vanessa friedman source link,0,0,2021-02-11 10:35:17,positive
1359813028133404676,Charter Global Inc,way artificial intelligence improve business right,0,0,2021-02-11 10:34:24,negative
1359812928921337857,sustainable We,artificial intelligence influence human decision make new data study reveals zdnet,0,0,2021-02-11 10:34:01,negative
1359812926081794054,giddy jones,artificial intelligence ai solution tip benefit business profit online,0,0,2021-02-11 10:34:00,negative
1359812869416697858,Ai Cluster Technopolis,artificial intelligence use art deisgn,0,0,2021-02-11 10:33:46,negative
1359812706807795712,Ticket To Carcassonne,told alexa shut do judge me would circumstance reply okay c next time think verbally abuse artificial intelligence,0,0,2021-02-11 10:33:08,negative
1359812546321145857,Precision Medicine Forum,zoe martin the pandemic shone light need artificial intelligence telemedicine,0,0,2021-02-11 10:32:29,negative
1359812441106972679,ipfconline,understand artificial intelligence approach technique v cc,2,0,2021-02-11 10:32:04,negative
1359812282725916672,Ethical AI Resources,artificial intelligence help create racial equality usa lancet,0,0,2021-02-11 10:31:26,negative
1359812239067406339,bioRxivbot,keywords artificial intelligence deep learn machine learn rna seq rnaseq sequence transcriptom,1,0,2021-02-11 10:31:16,negative
1359812173707448321,SyntaxError,question feasibility artificial intelligence assist real time contact spirit hear lol,0,0,2021-02-11 10:31:00,positive
1359812026407784450,Björn Radde,artificial intelligence everyday life,0,0,2021-02-11 10:30:25,negative
1359811926088437760,"RapidOps, Inc.",pace business use artificial intelligence key reason why,0,0,2021-02-11 10:30:01,negative
1359811773482864641,Calum Chace,survive ai s rd edition available ebook pbook audio extensively update revise usa uk identifies issue insight wit kenn cukier economist,0,0,2021-02-11 10:29:25,positive
1359811437519020034,G Talent Pro,gtalent pro best artificial intelligence recruitment placement platform help find best talent company,0,1,2021-02-11 10:28:05,positive
1359811249412988928,SIRIC ILIAD,artificial intelligence medical physic radiation oncology at gustave roussy from th th may english pre regisrations close th february,0,0,2021-02-11 10:27:20,negative
1359811174108336137,Suriya Subramanian,artificial intelligence healthcare application market global industry size share top key manufacturer trend growth analysis regional outlook demand forecast ksu sentinel newspaper,0,0,2021-02-11 10:27:02,negative
1359811140512063488,University of Bradford,if interest science good it pursue believe it develop passionbe determine it empower celebrate talent go way dr kulvinder panesar lecturer apply artificial intelligence,0,0,2021-02-11 10:26:54,positive
1359811138813235206,"Innovation Council, IIITA",apk thrill announce commencement aparoksha month series online webinars workshop pertain different wing fo web development artificial intelligence cybersecurity design app development competitive cod,9,1,2021-02-11 10:26:54,negative
1359811068999176192,Melissa B.,best free online course machine learn artificial intelligence via,1,1,2021-02-11 10:26:37,positive
1359810320802447360,TAV Technologies,mr koc told tav technology success story explain importance cut edge technology aviation sector artificial intelligence computer vision,0,0,2021-02-11 10:23:39,negative
1359810310270447617,"Innovation Council, IIITA",aparoksha month artificial intelligence wing,9,1,2021-02-11 10:23:36,negative
1359810081890648064,M8,child need less formulaic teach risk replace artificial intelligence say expert via,1,0,2021-02-11 10:22:42,negative
1359809914919677952,Thinkers360,artificial intelligence story great glow gross truth via,2,1,2021-02-11 10:22:02,positive
1359809753472450567,tbi.world,china win artificial intelligence race opinion via,0,0,2021-02-11 10:21:23,positive
1359809738238816257,PubAffairs EU News & Debates 🇪🇺,opinion let u get real progress development artificial intelligence inevitable necessarily linear state stan matwin project syndicate,3,2,2021-02-11 10:21:20,negative
1359809674023993346,EPITA School of Engineering & Computer Science,hire field grown since planning reorient career towards direction come epita pursue either msc artificial intelligence system msc artificial intelligence marketing strategy to know,0,0,2021-02-11 10:21:04,negative
1359809475692163072,Education4you.online,artificial beginner s guide,1,4,2021-02-11 10:20:17,negative
1359809367923712002,Bengi Baydan,mirriad london stock exchange list firm us artificial intelligence digitally place product brand film tv show music video launch new division call music alliance,1,0,2021-02-11 10:19:52,negative
1359809227208994816,PEREZ JR 🇧🇷 🇪🇸 🇵🇹 🇪🇺,role artificial intelligence cybersecurity,0,0,2021-02-11 10:19:18,negative
1359808997562462210,Mandarin Health,take well be system one step weekly challenge personalize mandarin artificial intelligence keep track health update create every day,2,0,2021-02-11 10:18:23,negative
1359808777273376768,JAMA Cardiology,use artificial intelligence deep neural network evaluation conceal long qt syndrome,1,0,2021-02-11 10:17:31,negative
1359808138673868801,Heikki Alho,pulp paper industry look possibility artificial intelligence optimize operation cost quality ai feed history data make sure delete it,0,0,2021-02-11 10:14:58,negative
1359807902995931139,European DIGITAL SME Alliance,artificial intelligence excite st joint meeting hand on workshop provide overview standardisation landscape role european digital innovation hub i,0,3,2021-02-11 10:14:02,negative
1359807700574621697,Giuseppe Biondi-Zoccai,artificial intelligence ecg analysis found distinguish patient ecg conceal long qt syndrome lqts discharge without diagnosis lqts provide accurate anticipation lqts genotype status,1,0,2021-02-11 10:13:14,negative
1359807648451887108,RobotDefenceBird,global artificial intelligence military market industry analysis forecast,0,0,2021-02-11 10:13:02,negative
1359807400958590977,V Suresh,best artificial intelligence data science big data machine learn quote,0,1,2021-02-11 10:12:03,positive
1359806984317526020,Kingdom Investing,frsx foresight affiliate rail vision highlight article top railway startup rail vision combine electro optic sensor artificial intelligence deep learn algorithm build novel light rail transit system,0,1,2021-02-11 10:10:23,positive
1359806880755953670,λngelina ♒ ▵ Avatar of Venus + Pagan Shepherdess,neanderthal human evolution kill gene biology superficial intelligence artificial submit,0,0,2021-02-11 10:09:59,negative
1359806678615674884,"Well, that’s interesting tech",best free online course machine learn artificial intelligence via,2,3,2021-02-11 10:09:10,positive
1359806677516750850,ACS LOGISTICS,artificial intelligence improve shipping industry efficiency,0,1,2021-02-11 10:09:10,negative
1359806662702432257,🇮🇳 Just a regular guy interested in Tech 🇨🇦🍁,best free online course machine learn artificial intelligence via,0,1,2021-02-11 10:09:07,positive
1359806296866705409,NAYAN Technologies,power palm hand literally artificial intelligence high tech innovation capture car block traffic parking illegally safety concern inconvenience delay ai rescue smart tech simplify operation,0,1,2021-02-11 10:07:39,negative
1359806273777205251,wattx | Turning ideas into businesses,game changer foundry tune february th hear coo venture discus take,0,0,2021-02-11 10:07:34,negative
1359806015387013120,Suriya Subramanian,artificial intelligence financial service market perceive big trend opportunity ksu sentinel newspaper ksu sentinel newspaper artificial intelligence financial,0,0,2021-02-11 10:06:32,negative
1359805985410453504,Techedge Group,several artificial intelligence application industry article discus help company implement data driven merchandise planning,0,0,2021-02-11 10:06:25,negative
1359805952485163008,Bella Thomas,artificial intelligence enhance customer support,0,0,2021-02-11 10:06:17,negative
1359805554332495880,gina,love power money ghost empire conspiracy artificial intelligence you,0,1,2021-02-11 10:04:42,negative
1359805279106461699,Aditics,ai healthcare data center via,0,1,2021-02-11 10:03:37,negative
1359805219064971265,Anna Danilec,program language best machine learn artificial intelligence,0,2,2021-02-11 10:03:22,positive
1359805176274710531,Machine Learning,devops automation devops ready ai,1,1,2021-02-11 10:03:12,positive
1359805168804593664,Radoslaw Fabisiak,program language best machine learn artificial intelligence,0,2,2021-02-11 10:03:10,positive
1359805092631871499,Machine Learning,robust artificial intelligence tool predict future cancer,4,13,2021-02-11 10:02:52,negative
1359804681590083586,ESQ Law,law firm use artificial intelligence conduct time consume research predict paralegal legal research position replace ai within come decade question still stand ai replace human lawyer,0,1,2021-02-11 10:01:14,negative
1359804667690168320,Luminous PR,love book recommendation book club anyone,1,1,2021-02-11 10:01:11,positive
1359804568763260930,Duomly programming courses,program language best machine learn artificial intelligence,1,5,2021-02-11 10:00:47,positive
1359804562799026178,Devoteam,white paper artificial intelligence revolutionize industry ai great opportunity marketing function retail michael rolland cmo devoteam ai provide answer customer experience download,0,1,2021-02-11 10:00:46,positive
1359804550908170249,Mahinth Joe Christensen,aiot mixture artificial intelligence internet thing,0,1,2021-02-11 10:00:43,negative
1359804514828697600,Deep_In_Depth,transformer opening new age artificial intelligence ahead,1,3,2021-02-11 10:00:34,negative
1359804379445002242,Richard Mack,impact artificial intelligence telecommunication enterprise network customer experience lf ai,0,1,2021-02-11 10:00:02,negative
1359804373136797697,University of Bradford Outreach,fantastic webinars watch anytime one great introduction artificial intelligence,0,1,2021-02-11 10:00:01,positive
1359804370674724865,Rainbird,vernon hunte associate director public affair april six discus rainbird coo james loft supercharge already fast move debate ethical framework artificial intelligence,0,1,2021-02-11 10:00:00,negative
1359803957946814464,The Puzzle of Complexity,book discus potential benefit possible risk human level super human artificial intelligence suppose risk include extermination human,0,1,2021-02-11 09:58:22,negative
1359803678182498305,Artificial Intelligence Association of Ghana,join u live today pm conversation artificial intelligence topic ai use case link event miss it,1,1,2021-02-11 09:57:15,negative
1359803410703294465,ELMIT,clip special ai subject artificial intelligence conquers world really watch,0,1,2021-02-11 09:56:11,negative
1359803235628965902,Gabriel Anzaldi,artificial intelligence corporate boardroom via,0,1,2021-02-11 09:55:29,negative
1359803145170391040,Customer Experience News,artificial intelligence future customer experience,0,1,2021-02-11 09:55:08,negative
1359802636078309379,Olivier Salomon,best free online course machine learn artificial intelligence via,2,5,2021-02-11 09:53:07,positive
1359802507011100672,Capgemini India,company embrace artificial intelligence ai next year may double cash flow manufacturer implement intelligent system achieve productivity gain read on,3,3,2021-02-11 09:52:36,positive
1359802486614278148,Artificial Intelligence Association of Ghana,interested join artificial intelligence community follow link glad,2,0,2021-02-11 09:52:31,positive
1359802479559528451,This is your Captain speaking...fignuts,soon artificial intelligence replace need human journalist aristocrat hire child wonder,1,0,2021-02-11 09:52:29,negative
1359802471036706819,Benmoe,true whole true nothing true wat een ongelofelijke goede docu en wat fake,0,0,2021-02-11 09:52:27,positive
1359802250881810436,iZND Tech Trends,best free online course machine learn artificial intelligence via,0,1,2021-02-11 09:51:35,positive
1359802238361890817,Automeme,robust artificial intelligence tool predict future cancer,12,30,2021-02-11 09:51:32,negative
1359802237497835523,Technology News,top indian bank use artificial intelligence via,0,0,2021-02-11 09:51:31,negative
1359802124184543235,Automeme,devops automation devops ready ai,3,6,2021-02-11 09:51:04,positive
1359802109403648004,aparasoft,come era artificial intelligence era war era deep compassion non violence love,2,2,2021-02-11 09:51:01,negative
1359802100885037059,mutual,invent artificial general intelligence ez,8,0,2021-02-11 09:50:59,negative
1359801890045837312,Citadel Advantage NEWS DIGEST,four prediction artificial intelligence machine learn via,1,2,2021-02-11 09:50:09,negative
1359801863894368258,SwissCognitive – The Global AI Hub,artificial intelligence corporate boardroom,6,5,2021-02-11 09:50:02,negative
1359801852838092803,Greybridge,artificial intelligence change way work get back office,0,0,2021-02-11 09:50:00,negative
1359801554556051456,Liège Game Lab,cfp replay japan the th international japan game study conference theme artificial intelligence japanese game deadline march st,3,1,2021-02-11 09:48:49,negative
1359800840924639233,Machine Learning,book artificial intelligence python,4,5,2021-02-11 09:45:59,negative
1359800594580475908,Ars Electronica,submission phase prix ar electronica begin category artificial intelligence life art dedicate artistic practice think related area artificial intelligence life science submit now,9,4,2021-02-11 09:45:00,negative
1359800493598535684,Sudipta Malakar,best free online course machine learn artificial intelligence via,1,1,2021-02-11 09:44:36,positive
1359800168112140290,luccatryingtomakeabot,luccas artificial intelligence program aspen,0,0,2021-02-11 09:43:18,negative
1359799593274204160,Milo Camacho,artificial intelligence accounting market proceeds witness huge upswing forecast period microsoft aws xero ksu sentinel newspaper ksu sentinel newspaper,0,0,2021-02-11 09:41:01,negative
1359799083012087809,Madelaine Ley,oh sound good the love maker philosophical thriller female friendship class motherhood woman workand artificial intelligence robotics transform future love desire,0,0,2021-02-11 09:38:59,positive
1359799065056223235,Eager Beaver,across industry really see ai boardroom top executive embrace new technology like never before lead even stagnant industry begin modernize,0,0,2021-02-11 09:38:55,positive
1359799063420432387,Eager Beaver,artificial intelligence machine learn push science faster ever goal vaccine already roll across nation,0,0,2021-02-11 09:38:55,negative
1359799062711599106,Eager Beaver,past year see acceleration technology science despite devastation covid business many core industry,0,0,2021-02-11 09:38:55,positive
1359798880406278147,Murat,agi future money ask sngulartiynet achieve many success development team project develop artificial intelligence enter life completely near future,2,1,2021-02-11 09:38:11,positive
1359798548259164160,Eager Beaver,announce today sign deal national hockey league become official cloud artificial intelligence machine learn infrastructure provider large ice hockey league north america,0,0,2021-02-11 09:36:52,negative
1359798340557410304,GUNN,build modern workplace artificial intelligence internet thing,0,0,2021-02-11 09:36:02,negative
1359798329530413059,ITIF,pod magical transformative tool society destructive tech take job mind really limitation talk ai researcher,3,1,2021-02-11 09:36:00,positive
1359798302083006464,UCEN Manchester,film artificial intelligence nominate oscar best original screenplay,0,0,2021-02-11 09:35:53,positive
1359797752721506312,Tizz : Tess Baxter,ai neither artificial true intelligence sale pitch technology little bit more technology may kill even ai dispassionate human use technology intent or negligence murder,1,0,2021-02-11 09:33:42,positive
1359797600044658689,Juan Diaz-Andreu,tara chklovski founder ceo iridescent now technovation explains initiative support event organise along another program artificial intelligence family,1,0,2021-02-11 09:33:06,negative
1359796899088375808,David Hubbard,excellent article leader want actually leverage ai competitive advantage ceo s ask wrong question artificial intelligence,1,2,2021-02-11 09:30:19,negative
1359796862908252160,h2020qualitop,heard qualitop qualitop aim develop european immunotherapy specific open smart digital platform do use big data analysis artificial intelligence simulation model approach,0,0,2021-02-11 09:30:10,negative
1359796830092017666,Business Line,kochi base remo care solution launch remote cardiac monitoring system power artificial intelligence monitor analyse patient vitals real time basis,3,0,2021-02-11 09:30:02,negative
1359796314695815168,𝕌𝕂𝔸𝕀ℝ𝕀𝕊𝔸,I like artificial intelligence virtual reality right exist,0,0,2021-02-11 09:27:59,negative
1359796289739788289,Leah Molatseli,tonight I wire brush sesotho guy innovation artificial intelligence blockchain like sesotho,3,1,2021-02-11 09:27:53,negative
1359796260253929472,WCoSpectacleMakers,celebrate international day woman girl science today promote next eye eye feature reena chopra use artificial intelligence well predict treat eye condition detail,1,0,2021-02-11 09:27:46,negative
1359796197561565188,Suriya Subramanian,artificial intelligence accounting market proceeds witness huge upswing forecast period microsoft aws xero ksu sentinel newspaper ksu sentinel newspaper artificial,0,0,2021-02-11 09:27:31,negative
1359796121133015049,ExponentialGains.com,i think careful artificial intelligence guess big existential threat be probably that need carefulwith artificial intelligence summon demon elon musk,1,0,2021-02-11 09:27:13,negative
1359795525252313089,Hiren Bharwad ™,call ai artificial intelligence,0,1,2021-02-11 09:24:51,negative
1359795089015529473,Sue Hutton,britain supercharge uae s artificial intelligence ambition,0,0,2021-02-11 09:23:07,negative
1359795068803166210,𝙳𝚒𝚐𝚒𝚝𝚊𝚕𝗧𝗿𝗮𝗻𝘀４𝗺💻🤖,tech good artificial intelligence application improve environment healthcare eu yahoo finance uk cc,1,1,2021-02-11 09:23:02,positive
1359794937194233856,Technogrips Technologies,artificial intelligence ai put simply attempt transfer human learn think computer thus give intelligence instead programmed every purpose ai find answer independently solve problem independently,0,0,2021-02-11 09:22:31,negative
1359794817681694723,-.. .- -. .. . .-..,influence make new study reveals exploit vulnerability person s decision make habit pattern,1,0,2021-02-11 09:22:02,positive
1359794755870326788,beep boop,another conspiracy determine artificial intelligence elon musk warn u america definitely want cut tiny piece dust mean now,0,0,2021-02-11 09:21:48,negative
1359794527737937921,Jair Ribeiro,view read article still counting article show people want learn artificial intelligence,0,0,2021-02-11 09:20:53,negative
1359794315531341826,Motor Source,artificial intelligence system meant assist diagnosis future pit physician test diagnose patient result publish nature medicine a i won just,0,0,2021-02-11 09:20:03,negative
1359794278822739968,Pedro Delgado Guillena,await artificial intelligence ai still trust endoscopic sign gastric intestinal metaplasia high definition blue light spectrum,3,1,2021-02-11 09:19:54,negative
1359794251513516034,Rehman,artificial intelligence threat human long run elon musk artificial intelligence boost progress human long run mark zuckerberg side in,1,0,2021-02-11 09:19:47,negative
1359794091765215234,"Emmanuel R. Goffi, PhD",honour b part panel nuclear deterrence age artificial intelligence organize along great panelits amna malik asma asokan,0,0,2021-02-11 09:19:09,positive
1359793774247968771,testy #336,intelligence wit artificial,0,0,2021-02-11 09:17:54,negative
1359793544572133377,Power to code,tara chklovski founder ceo iridescent now technovation explains initiative support event organise along another program artificial intelligence family,0,0,2021-02-11 09:16:59,negative
1359793303017897986,Businesstechweekly,many example artificial intelligence technology use today example ai use today,0,1,2021-02-11 09:16:01,negative
1359793149477072897,Parrot seabra52,benefit risk artificial intelligence,0,0,2021-02-11 09:15:25,negative
1359793128170020867,Michal Hynek,smart speaker simplify commute weave everyday life million customer across europe read more,0,2,2021-02-11 09:15:20,positive
1359792534650839042,Machine Learning,artificial intelligence trader,4,3,2021-02-11 09:12:58,negative
1359792331101208577,Ordcoin,invest smarter earn ordcoin use artificial intelligence analyze invest pattern provide personalize risk insight future investment learn more,1,2,2021-02-11 09:12:10,negative
1359792270355165184,Ameq Gems ; Activist/Author/fin. market researcher,come easterner defend terrorist govt rapist kidnapper yet claim injustice do need artificial intelligence know cajole lekki she street claim sick,1,0,2021-02-11 09:11:55,negative
1359792212926734341,Nordic AI Artificial Intelligence Institute,britain supercharge uae s artificial intelligence ambition,1,2,2021-02-11 09:11:41,negative
1359792178935914498,Your Awesome India (YAI),krishen kak review rajiv malhotra s book artificial intelligence future power,0,1,2021-02-11 09:11:33,negative
1359791809648603136,SwissCognitive – The Global AI Hub,hybrid humanity biotech robotics artificial intelligence change ethic mean human,9,8,2021-02-11 09:10:05,negative
1359791806599331844,Technogrips Technologies,artificial intelligence ai put simply attempt transfer human learn think computer thus give intelligence instead programmed every purpose ai find answer independently solve problem,0,1,2021-02-11 09:10:05,negative
1359791786621882369,ORF,regulate could require creation new legal framework draw lesson past industrial revolution writes,6,5,2021-02-11 09:10:00,positive
1359791647240949761,JACK News,hop use artificial intelligence speed process develop new medicine,1,2,2021-02-11 09:09:27,negative
1359791610347855878,sequence kob🏴󠁧󠁢󠁥󠁮󠁧󠁿#ign,pear actually artificial intelligence,5,0,2021-02-11 09:09:18,negative
1359791509692960772,Education4you.online,machine learn data science deep learn python complete hand on tutorial neural network,7,16,2021-02-11 09:08:54,positive
1359791418340909057,Action For India,meet fellow founder eye d gingermind gaurav mittal ginger mind commit develop artificial intelligence may benefit all,0,0,2021-02-11 09:08:32,negative
1359791272639143937,CHIYURI Nagayama,article indicate productivity world increase artificial intelligence,0,0,2021-02-11 09:07:57,negative
1359790896615546883,isiah,artificial intelligence yes automatic idol,1,1,2021-02-11 09:06:28,negative
1359790882778738688,Match That,trivia you match app create heavy reliance artificial intelligence ensure accurate identify fabric pretty neat right,0,0,2021-02-11 09:06:24,positive
1359790296142348288,ZeroProject.org,next channel session artificial intelligence key job inclusion organize,1,0,2021-02-11 09:04:04,negative
1359790280162103300,MakeWayforWilly,artificial intelligence explores ai use analyze audio wave automatically generate music check out,0,0,2021-02-11 09:04:01,negative
1359790149589209088,intratio,gthx g therapeutic inc artificial intelligence forecasting company stock price fall short term stock price line long term fundamental,0,0,2021-02-11 09:03:29,negative
1359789888648867842,BRIDGE Program,use artificial intelligence site let u create shadow puppet lunar cycle zodiac symbol great resource cross curricular learn particularly digital technology intercultural understand,5,2,2021-02-11 09:02:27,positive
1359789881694781445,Mara Barovich,ooh maybe artificial intelligence learn environment produce new solution easy understand say,0,0,2021-02-11 09:02:26,negative
1359789595420950534,Juan J. Guevara,data analytics software provider palantir technology pltr get report say monday partner ibm ibm get report new product help business deploy ai application,0,0,2021-02-11 09:01:17,positive
1359789553893138433,David Salvador,look invest artificial intelligence solution enhance way interact customer blog post you discover five common use case improve,0,1,2021-02-11 09:01:07,negative
1359789535698309124,KoolWebsites.com,artificial intelligence guide think human melanie mitchell book review summaryin sweep review ai s current state remake planet melanie,0,1,2021-02-11 09:01:03,negative
1359789424838664195,Trescon CIO Community,four prediction artificial intelligence machine learn,0,1,2021-02-11 09:00:37,negative
1359789423043444739,Trescon,four prediction artificial intelligence machine learn,0,1,2021-02-11 09:00:36,negative
1359789405477732352,World AI Show,four prediction artificial intelligence machine learn,0,0,2021-02-11 09:00:32,negative
1359789372225302532,"Queue Associates, UK",microsoft dynamic ai allow automate complex business process transaction leverage power artificial intelligence empower people across organisation,0,0,2021-02-11 09:00:24,negative
1359789359801618436,TheSwaddle,artificial intelligence volatile develop technology riddle error bias almost legal regulation,2,1,2021-02-11 09:00:21,negative
1359789322300456961,CXOReview 🌟,ai move vaccination process forward learn role play via artificial intelligence,0,0,2021-02-11 09:00:12,negative
1359788787635605513,SynergyTop LLC,synergytop delivers best in class ai service solution client application specially create keep mind requirement enhance roi automate business operation visit,0,0,2021-02-11 08:58:05,positive
1359788285535674368,AI Australia,artificial intelligence think ai australia,0,1,2021-02-11 08:56:05,negative
1359788197593690112,CLASSIC MOVIES DAILY,marie antoinette sonymov dunst history road bali sonyclassic hope crosby a i artificial intelligence skyscifi hor osment second tokyo tcm johnson war pm bridget jones dairy comedycent zellweger,0,0,2021-02-11 08:55:44,negative
1359788023416836097,Nige Willson,collection useful slide quote artificial intelligence ethic explainable artificial intelligence via,2,2,2021-02-11 08:55:03,negative
1359787983596093440,subbakrishna rao,in believe increasingly see ai boardroom top executive embrace new technology like never before lead even stagnant industry begin modernize,0,0,2021-02-11 08:54:53,positive
1359787763986362375,THE SUN MONITOR,artificial intelligence ai learn work and on human,1,0,2021-02-11 08:54:01,negative
1359787591890067458,Madridista—Abdlwahab ★ 🇳🇬,spending chinese loan billion renovate national theatre worth billion billion renovate national assembly built billion use debt buy artificial intelligence buhari,0,0,2021-02-11 08:53:20,negative
1359787586919800832,Jose Luis Feliciano,everything earth artificial intelligence time space exist not be state be ahead watch machine human plug tv internet smart phone g path journey death ai write this,2,1,2021-02-11 08:53:19,negative
1359787562227875843,"Iain Brown, PhD",artificial intelligence privacy risk national law review read here,4,9,2021-02-11 08:53:13,negative
1359787560759877633,"Iain Brown, PhD",artificial intelligence influence human decision make new data study reveals zdnet read here,2,7,2021-02-11 08:53:12,negative
1359787558482440192,"Iain Brown, PhD",artificial intelligence improve shipping industry s efficiency maritime executive read here,2,8,2021-02-11 08:53:12,negative
1359787555286376454,"Iain Brown, PhD",four prediction artificial intelligence machine learn forbes read here,2,7,2021-02-11 08:53:11,negative
1359787552249696257,"Iain Brown, PhD",artificial intelligence cardiac surgery covid era wiley read here,6,8,2021-02-11 08:53:10,negative
1359787549066199042,"Iain Brown, PhD",ai reading list interest book artificial intelligence check techrepublic read here,3,7,2021-02-11 08:53:09,negative
1359787546750955521,"Iain Brown, PhD",managedmethods launch industry lead student cyber safety monitoring power artificial intelligence prnewswire read here,4,7,2021-02-11 08:53:09,negative
1359787545148743683,"Iain Brown, PhD",ecommerce delivery gig economy create opportunity fraud artificial intelligence detect forbes read here,2,7,2021-02-11 08:53:09,negative
1359787543584194560,"Iain Brown, PhD",ultimate game chess war game machine learn artificial intelligence dvids read here,2,8,2021-02-11 08:53:08,negative
1359787541512265729,"Iain Brown, PhD",study uncovers widespread artificial intelligence machine learn knowledge gap brief new zealand read here,6,8,2021-02-11 08:53:08,negative
1359787307608473600,beep boop,another conspiracy rigorous artificial intelligence elon musk warn u america always want ban weed how cope this,0,0,2021-02-11 08:52:12,negative
1359787175936741378,Rosie Kirkham,hey cj love vids intent artificial intelligence angel vietnam war baphomet telleportation arson capital punishment mad professor assist suicide fun love dylan,0,0,2021-02-11 08:51:41,positive
1359786912521805834,The Malta Chamber,malta chamber welcome tyron lloyd baron board mr baron promotes inboundmuse r d house specialise artificial intelligence machine learn computer vision blockchain part onboarding process new member malta chamber,0,0,2021-02-11 08:50:38,positive
1359786821559943171,BPS Sexualities,alan turing influence artificial intelligence idea mind computational convict same sex offence give form conversion therapy take life consider among great mind th century,4,0,2021-02-11 08:50:16,positive
1359786310584725504,Tariku Masebo Duguno,ethiopian red cross society reflect misquotation afp africa nai natural artificial intelligence,0,0,2021-02-11 08:48:14,negative
1359786218997698560,IBM Innovation Centre for Education,recent study show automation artificial intelligence take care million service job globally ace game shape future ibm ice,0,0,2021-02-11 08:47:52,negative
1359786042858106885,SanBot,public trust regulation killer robot go important year ai debate,0,0,2021-02-11 08:47:10,positive
1359786033710305281,John Cosstick,sean williamson artificial intelligence rapidly strengthen cyber security,0,0,2021-02-11 08:47:08,negative
1359785592364687362,GbAde,artificial intelligence detects snore ai vex,0,0,2021-02-11 08:45:23,negative
1359785494809374721,Khalid Hamdan,ai profound impact human life solve critical challenge face society today innovation social cause ai help u solve,1,2,2021-02-11 08:45:00,positive
1359785469177974784,Weronika Łabaj,news poland every day proof natural stupidity far dangerous artificial intelligence yep ai use service magnify natural stupidity think key problem here,0,0,2021-02-11 08:44:54,negative
1359785342262476800,The Tech Geek 0_0,artificial intelligence influence human decision make new data study reveals,0,0,2021-02-11 08:44:23,negative
