ID,User,Tweets,fav_count,rt_count,tweet_date,Sentiment
1359809826860138497,ashlea 🧚🏼‍♀️,she insane this scarlett johansson screen test iron man,3,2,2021-02-11 10:21:41,negative
1359808625200431105,UBitchAss,mcu movie incredible hulk iron man captain america iron man thor avenger iron man captain america winter soldier thor dark world guardian galaxy ant man avenger age ultron captain america civil war doctor strange spider man homecoming,0,0,2021-02-11 10:16:54,positive
1359808346283511814,zoë 🎬,oh too love iron man,0,0,2021-02-11 10:15:48,positive
1359807478314188800,J Mahon,listen take wandavision never really get mcu dude know daunt start watch start iron man now reward plus hear discus podcast,0,0,2021-02-11 10:12:21,negative
1359807345656758275,cory,marvel film social realist film produce economic base reproduce dominant ideology except film different someone get rile boring loach film another rat feel exactly iron man whatever,0,0,2021-02-11 10:11:49,negative
1359805331954487296,Jacob,catch iron man first see ben since spider geddon,0,0,2021-02-11 10:03:49,positive
1359805319896039427,Hunter,sick love armour suit iron man film start obsession,0,0,2021-02-11 10:03:46,negative
1359804171319468032,BlackeagleFR,well amanda iron man one save character go try explosive energy weapon her give balance stat make sure survive challenge let u hope work out,1,0,2021-02-11 09:59:13,positive
1359803821447208960,Tres Dawgs,woman left gwenth paltrow awful actress ruin iron man me tell fib shall decline offer see jaw drop beauty,0,0,2021-02-11 09:57:49,negative
1359803166414442497,Gieusahaggis,year ago bought set supersede ping include iron and I always iron could get ground turn degree weaker iron carry young man,2,0,2021-02-11 09:55:13,positive
1359802758946299905,L🦁,I do full science report early today come strike fact miss wear three mask give even great protection wear four basically iron man,1,0,2021-02-11 09:53:36,positive
1359801986112192516,Khurram Schehzad,woah dera mubarak shaa zalmiz iron man s mark v suitcase suit thing past zalmi men s psl vi suitcase suit game day khpal team,7,1,2021-02-11 09:50:32,negative
1359801504899739648,The Sportsman,douglas become first boxer beat the baddest man planet professional bout,1,0,2021-02-11 09:48:37,positive
1359801171825819648,Christopher A. McKay,much potential gunplay pointless fact quicker fall rather fly down game need another year build well back story proper endgame still occasionally log get iron man fix,0,0,2021-02-11 09:47:17,negative
1359800558723473410,ToothPick,iron small errh ooh bra atleast,0,0,2021-02-11 09:44:51,negative
1359799476773400577,John Hughes Photographic Art,new artwork sale iron man,0,0,2021-02-11 09:40:33,positive
1359799313077964804,woodsy44,rest every point every game hardly iron man like,0,0,2021-02-11 09:39:54,negative
1359799071737716738,Dee,iron man love even more,0,0,2021-02-11 09:38:57,positive
1359798643373531138,30,free bro lol iron man fr,0,0,2021-02-11 09:37:15,positive
1359798363424710656,Jamie 🌹🌏✊🏻,also surely signal come iron man suit would interfere hospital equipment need could go tony stark show respect,8,1,2021-02-11 09:36:08,positive
1359797660761223168,The Dark Knight 🦇,infinity war iron man ebony maw first encounter,0,0,2021-02-11 09:33:20,positive
1359797409270800388,s.,thread important dumb stans understand plot iron man entire trilogy,1,1,2021-02-11 09:32:20,positive
1359794578635722752,Aira ⎊ | wandavision era,oh explains team cap team iron man civil war lol,2,0,2021-02-11 09:21:05,positive
1359793563266080770,Melissa Jordan,nothing see philip reeve book every child need them also iron man lot great choice,3,0,2021-02-11 09:17:03,positive
1359792602195886080,𝚙𝚊𝚞𝚕*,iron man really bad rewatched since cinema,1,0,2021-02-11 09:13:14,negative
1359792584625971202,Scott Evans | The Reader Teacher®📚,iron man miraculous journey edward tulane bad man mr gum choose one ahhh change time see top recommend read year booklists suggestion,5,0,2021-02-11 09:13:10,negative
1359792209256587268,Daily Avengers,avenger v squadron sinister cap v nighthawk iron man v doctor spectrum thor v hyperion goliath v whizzer avenger take win except goliath due arrival black knight avenger force go second round,3,1,2021-02-11 09:11:41,negative
1359791517787897860,Umeana Ikechukwu E,na condemn iron dey sell see aboki everyday truck dey shout iron condemn old layer dey abj know front back black man insincere,0,0,2021-02-11 09:08:56,negative
1359789668447866880,𝚍𝚘𝚜𝚎|MANIFESTING: DAYDREAM UNIT STAGE,iron man love,15,5,2021-02-11 09:01:35,positive
1359789471110205445,RONI IRON,roni iron iglo man thing original mix via,0,0,2021-02-11 09:00:48,positive
1359788499864551431,Multiverse of Sadness,iron man dark film,0,1,2021-02-11 08:56:56,negative
1359788315847708673,POIZN 3:16,cap bucky beating shit outta iron man mcu scene,0,0,2021-02-11 08:56:12,negative
1359788196972941313,Hatton Academy News,ready thursday s hiit challenge co principal mr mitchell fact mr mitchell complete marathon iron man triathlons fare workout watch join here,4,0,2021-02-11 08:55:44,positive
1359787991867219968,NovalessPhantom,like youtube unbox let u play iron man mk robot endgame movie full review today unbox iron man see robot watch play tony stark suit iconic mk armor play series nanotec,0,0,2021-02-11 08:54:55,positive
1359787973017964545,chonky,ate weird spaghetti pink house take benadryl zonked iron man,0,0,2021-02-11 08:54:51,negative
1359787489775476737,Simon James,spider man dark knight spider man x iron man captain america winter soldier batman begin avenger infinity war black panther x men day future past,0,0,2021-02-11 08:52:55,negative
1359787399950311426,T®,iron man comfort character love tony rip tony,1,0,2021-02-11 08:52:34,positive
1359787204252487681,265Certified,eminem mac miller ra rugged man brother ali vinnie paz action bronson ill bill iron solomon bubba spaxx paul wall,0,0,2021-02-11 08:51:47,negative
1359787189513633798,haurchefant lover,personally think iron man street I well tony best man whole virgin,1,0,2021-02-11 08:51:44,positive
1359786908604317697,Ace ♤,constantly wonder elon musk would rather make rocket spaceship go mar real life iron man suit,2,1,2021-02-11 08:50:37,positive
1359786868678811648,TheMightyBattleSquid,back classic another wallpaper early day character might guess tony stark aka iron man marvel,0,0,2021-02-11 08:50:27,positive
1359786858855735296,"Kimmi || y yo a ti, Cas 💙💚",audacity people disrespect iron man original begin best catws could never actually like movie no no,1,0,2021-02-11 08:50:25,positive
1359784860047405059,Arun Wadje,iron man terminator pakistan also immotional heart i realy proud prime minister affsctional touch leader opposition,0,0,2021-02-11 08:42:28,positive
1359784575526920193,ireland misses jack kline,soooo I rewatching marvel movie I iron man reminds much use love tony hate ruin character later movie,1,0,2021-02-11 08:41:21,negative
1359783931034312706,i love kashmir 🍁,end iron man dead,2,0,2021-02-11 08:38:47,negative
1359783343601029123,faye ❈,I really laugh aggressiveness yeonbin s face defend iron man hahahahahahahahahahahaahahahah cutest,1,0,2021-02-11 08:36:27,positive
1359783183076757508,Arvada Rocks Radio,black sabbath iron man,0,0,2021-02-11 08:35:49,negative
1359782684080238595,faye ❈,harry potter survives end series iron man end d yb tg due dd person huge cannot say sacrifice anything,4,0,2021-02-11 08:33:50,positive
1359781582912032769,Last Games Night On Earth - Podcast,iron man superhero rich die hill,0,0,2021-02-11 08:29:27,positive
1359781577308348421,smiley⁷ 🌻,yeah attractive iron man,0,0,2021-02-11 08:29:26,positive
1359781429002043395,Jedi Bob,common live lil luca film far away vader fight iron man what if think,0,0,2021-02-11 08:28:50,negative
1359780989392797699,Förlorar på såväl gungor som karuseller,he turn steel great magnetic field travel time future mankind iron man med black sabbath,3,0,2021-02-11 08:27:06,positive
1359780423379918850,Ourkidro,iron man chris nikic past weekend w theo von,0,0,2021-02-11 08:24:51,negative
1359779683311656963,boo,like iron man like tony stark human I robo suit equip gun poison dart,0,0,2021-02-11 08:21:54,negative
1359778849878376448,mikayla,the reporter tony sleep iron man come screen me use think hot see it think hair same face bit off reminds amanda try and fail make elstans sim,0,0,2021-02-11 08:18:35,negative
1359777852590153730,Rᴇɪɴᴀ❅☃ is in seclusion,develops kind fixation admiration general gu black iron camp never fails one up detestable man heart set meeting legendary general one day chang geng begin work hard contain bone impurity later join,3,0,2021-02-11 08:14:38,positive
1359777252515348481,Dean Morris,mean go introduce iron man suit give war machine suit happy day,0,0,2021-02-11 08:12:15,positive
1359777069039685635,A.L. III,fuck start iron man rn guess next week binge watch mcu lol,2,0,2021-02-11 08:11:31,positive
1359776962693107714,faye ❈,look serious say iron man life heart forever omy precious,1,0,2021-02-11 08:11:05,positive
1359776666323714051,Hollow,man art cool,1,0,2021-02-11 08:09:55,positive
1359775622361321484,black thought,trash rush finish saga much hour movie could solve captain n iron man fight could build story nah nostalgia crap,3,0,2021-02-11 08:05:46,negative
1359774591799889921,Hellethil 🐈‍⬛🌻,iron man always go favorite hero part anxiety make feel like mess as good world,0,0,2021-02-11 08:01:40,positive
1359773413288652800,3💔....,man sharpens man iron sharpens iron respect li top,1,0,2021-02-11 07:56:59,positive
1359770986900385793,💚💚 Krim de la Krim 💚💚,watch iron man imagine one early end edits right tony crash desert let u honest that everything would kill instantly lol slam credit roll,4,0,2021-02-11 07:47:21,positive
1359770795308908544,John Hardman,sorry miss exactly contrast iron man like compare apple orange fruit nothing alike,0,0,2021-02-11 07:46:35,negative
1359769561227292674,Rob Colletti,hire chris evans captain america robert downey jr iron man best cast cinematic history,0,0,2021-02-11 07:41:41,positive
1359769350933200896,𝕝𝕚𝕟𝕕𝕤𝕒𝕪 𝕞𝕒𝕣𝕚𝕖 🌶,thank ride iron man best solo movie I watch far,0,0,2021-02-11 07:40:51,positive
1359768730901704708,Drunken Asgardian,know that thanks dude,0,0,2021-02-11 07:38:23,positive
1359768206164914177,Monica Hernandez,love iron man,0,0,2021-02-11 07:36:18,positive
1359767971804164098,⎊Pride⍟,iron man dir shane black,0,0,2021-02-11 07:35:22,negative
1359764982557073409,sɜrʌ,iron man death business sad please mind cry th time,3,0,2021-02-11 07:23:29,negative
1359764941415329792,Muy Caliente,iron man pick speed elon musk guest appearance lol wtf pepper get another raise lol s h i e l d excite s j hot understand now take care ivan vankos bird,3,0,2021-02-11 07:23:19,positive
1359764765665615872,Stardust |she/they|,great osl love man iron,0,0,2021-02-11 07:22:37,positive
1359764213389025282,mel⁴,first two thor iron man,0,0,2021-02-11 07:20:26,positive
1359763709200064514,TheDEAN,hey know anything whether plan ever add movie suit game know probably unlikely I sit watch civil war really wish could iron man suit game,0,0,2021-02-11 07:18:26,negative
1359763701818003461,Kai Copeland,every business day make sad iron man,1,0,2021-02-11 07:18:24,negative
1359763301056487424,Mikey Dowling,nice finish iron man tonight make damn good progress,1,0,2021-02-11 07:16:48,positive
1359763194399477761,SOURAV PATHAK,everyone know general dwyer know courageous stalwart iron will sardar udham singh kill brutal man something people know correct history feel pride,0,0,2021-02-11 07:16:23,negative
1359762588943450114,Benny🐌,iron man two still love tony stark pleasantly annoy idk love iron man movie far,0,0,2021-02-11 07:13:59,positive
1359762116312498177,sloth,watch iron man minute watch alternate opening stop cry laugh ok let u start movie,2,0,2021-02-11 07:12:06,positive
1359762100730556416,jim,ugly cry every time watch scene iron man dy,13,6,2021-02-11 07:12:02,negative
1359762014646620161,meri chappal kaha hai??,sorry,1,0,2021-02-11 07:11:42,negative
1359761182370971648,The Feasant Plucker,love iron man,0,0,2021-02-11 07:08:23,positive
1359760951990493184,alz. ♡︎,also hate iron man forget one,1,0,2021-02-11 07:07:28,negative
1359760869492670465,Used to be ninofrown.,many indie movie come director every ethnicity race keep ignore them stop ask representation want disney make iron man indian shit,1,1,2021-02-11 07:07:09,positive
1359760592836448257,Ninty | Play Xenoblade,ex arm look like one weird iron man show character age lmfao,5,0,2021-02-11 07:06:03,negative
1359760082569883649,taylor is okay,true like rd iron man comfort movie,1,0,2021-02-11 07:04:01,positive
1359759567635181570,KRISHANVIR SHARMA,brave iron man sir nation proud back bone india,0,0,2021-02-11 07:01:58,positive
1359758663011991553,Timothy is all in,yet allow head film without tie iron man lol,0,0,2021-02-11 06:58:23,positive
1359758616346071044,melissa⁷ 💛💛,iron man movie bad,0,0,2021-02-11 06:58:11,negative
1359758500994314241,𝓔𝓶𝓶𝓪 ➐,character conceive white people generally nothing white example iron man need white black panther need black,3,0,2021-02-11 06:57:44,negative
1359757947719483393,Lauren,iron man completely forgot movie still bad remember plot twist lack pay trope tire unimaginative new google scholar search include iron man male gaze iron man disability,0,0,2021-02-11 06:55:32,negative
1359757854576631809,SuperCeliaOus,interest think pascal damn good choice last time judged cast rdj iron man my favorite think fit boy left theater learn valuable lesson I wrong I wrong hard learn withhold judgement that,4,0,2021-02-11 06:55:10,positive
1359757660174782464,Kdub aka Fun Guy aka The Faucet,update iron man dead dead,1,0,2021-02-11 06:54:23,negative
1359756973554749440,Stuart #UndoOneMoreDay Green,petition asks hasbro make retro legend secret war toyline make figure capt america hulk spider man capt marvel iron man dr doom doc ock molecule man more would anyone like sign petition please,0,0,2021-02-11 06:51:40,positive
1359756927811657730,Dardo Trento,man guy s profile picture pinochet former dictator chile guilty murder disappearance chilean iron fist rule country know think funny use picture what fascism apologism,11,0,2021-02-11 06:51:29,negative
1359756664602308609,Philip Ayres,overdue book turn up book want put order cheap book shop like time new epic news could day iron man epic war game finally get release digitally,0,0,2021-02-11 06:50:26,positive
1359756258568327169,HARI Asylum ❄️,iron man special super power ah knowledge thavira enna irukku he human without superpower,0,0,2021-02-11 06:48:49,positive
1359755509927079936,ᴮᴱKap ☀️🐿️⁷✜// Still Dreaming,happy new year enjoy holiday idk others convince iron man well harry potter,0,0,2021-02-11 06:45:51,positive
1359755509461487622,Lanai,realize tony right claim fair fight super solder fought iron man one kill parent knew beat get mad mention fugitive go infinity war,0,0,2021-02-11 06:45:51,positive
1359755147455340550,louise | STREAM DEFENCELESS,bye I watch iron man fuck miss tony shut let cry peace froggy hat,0,0,2021-02-11 06:44:24,negative
1359755119735148547,Mal 😎 meet me at the onsen for an asskicking,djdkdkdkdksls hometown know public pool thanks man,1,0,2021-02-11 06:44:18,positive
1359754838310010881,abe **%,jus hit couple min ago iron man really dead,1,0,2021-02-11 06:43:11,negative
1359754665085308928,HotNewAfrobeats,rema s stream song spotify a lead dumebi m corny m beamer bad boy m woman m ginger m lady m fame m bad commando m iron man m alien m,0,0,2021-02-11 06:42:29,negative
1359754522407690244,▫️ 𝑪𝒊𝒏𝒕𝒉𝒚𝒂 ▫️,waste two hour life watch iron man man like,0,0,2021-02-11 06:41:55,negative
1359754487594848261,General Blitz,ypu stand chance savage experiment perform start genetic alone could yield u ultimate soldier want mix man machine would assure u victory need time more below,0,0,2021-02-11 06:41:47,positive
1359754164037910528,💖Crazy Studios💖,like either marvel dc lol movie watch marvel universe never saw dc one pretty good ngl spider man spiderverse iron man end game,0,0,2021-02-11 06:40:30,positive
1359754017505763329,Dead NOiiSE 🦅,ask dumebi beamer iron man woman lady bad commando fame peace mind alien corny la vida hit,0,0,2021-02-11 06:39:55,negative
1359753572523495425,Kapilan Sachchithananthan,anything bad go happen modi ji like iron man,2,0,2021-02-11 06:38:09,negative
1359753497923604480,mr. blowmeup,top fav marvel movie age ultron endgame iron man thor ragnarok captain america first avenger,0,0,2021-02-11 06:37:51,positive
1359753038114656256,sunᴰᵂᴰ,iron man mr tony stark die lolz,0,0,2021-02-11 06:36:01,negative
1359752888755523585,HARI Asylum ❄️,think batman much iron man,5,2,2021-02-11 06:35:26,positive
1359752795092627456,Lonzo Bentley,I say this like cmon iron man good,0,0,2021-02-11 06:35:03,positive
1359752688947191809,TerryTheOctopus,due man big iron hip,0,0,2021-02-11 06:34:38,negative
1359752465021882370,mikasa stan account (they/them),iron man really best iron man movie tonys ptsd era,104,5,2021-02-11 06:33:45,positive
1359751743056146433,Ellipsys030,also fun trivia version first film iron man series air mainland china feature stark come back near death wit instead tony take chinese hospital fix they well medical tech,5,0,2021-02-11 06:30:53,positive
1359750879885328384,Mikołaj Biegański,chyba jednak tak avenger endgame doctor strange avenger infinity war ca winter soldier iron man,0,0,2021-02-11 06:27:27,negative
1359750845869527041,Convenient Interior Decorator,covid hold back iron man dead one sponsor hero,0,0,2021-02-11 06:27:19,negative
1359750529669242886,Anne,dsney survey wat r sum thing r hop see wandavision select apply me sumthing else tony stark iron man dsney survey wat anything dislike abt wandavision select apply me other specify maria rambeau tony stark dead,0,0,2021-02-11 06:26:03,negative
1359748730321215490,Manish Agarwal,man connect dot expose big international conspiracy india must watch proof pm hm ji use iron fist take strict action,0,0,2021-02-11 06:18:54,positive
1359748294197575680,𖧵⁷,ok taehyun crush soul iron man lover,0,0,2021-02-11 06:17:10,positive
1359748126404468736,Erik Wedin (Beep/Bop/Boop),mandalorian neither baby yoda gina carano marvel mcu neither iron man captain america real thor disney also f cked brand author like alan dean foster refuse pay royalty book message loud clear,2,0,2021-02-11 06:16:30,positive
1359746271968452609,Ultima*,could finish iron man tonight take forever stock back soon think get option edit stock count direct match sooner later,1,0,2021-02-11 06:09:08,positive
1359745180795076608,Sandy Ximene (サンディ・ロドリゲス・ニール),feel good see iron finger back home belongs nowtama focus man belt day,0,0,2021-02-11 06:04:48,positive
1359745021860319234,Andrew_Dick20,know iron man end game regulation go home drink wine,0,0,2021-02-11 06:04:10,negative
1359744810689548294,nicole ✜,love iron man lover,0,0,2021-02-11 06:03:20,positive
1359744483290583040,Sustainable Kohala,knew people parent age would polio linger disability rich man iron lung polio live cliff cannon beach oregon window around least good view nobody age get it kid x,0,0,2021-02-11 06:02:02,positive
1359744338989699075,say hi marigold,baby take hand want husband iron man love,0,0,2021-02-11 06:01:27,positive
1359744277643886594,hale,soobin apply eye superman robin iron man love much love bottom heart oove moon back love youuuurnfkdkdn,0,0,2021-02-11 06:01:13,positive
1359742535732658177,💖 Your Fave Loves and Supports You! 💖,iron man marvel universe proud become,0,0,2021-02-11 05:54:17,positive
1359742344891928576,Tony ⎊ Stark,know tony stark iron man genius billionaire philanthropist canon au flexible oc friendly multiverse friendly sfw,4,1,2021-02-11 05:53:32,positive
1359741848420380672,Walt Ashley  Wade,iron man mine dam phone lol,0,0,2021-02-11 05:51:34,positive
1359741763385241605,allyna rae,iron man black widow remain superior,0,0,2021-02-11 05:51:13,positive
1359740484281843712,IMadeAnOnlyFans,horny mf bro wear horny like iron man suit sum shit,0,0,2021-02-11 05:46:08,negative
1359740444318461956,Paul,man look like driven ceo athlete game him commitment best philosophy game inspire,0,0,2021-02-11 05:45:59,positive
1359740188453457920,Rudolph Brooks,people thought michael keaton batman downey iron man bad casting speak millie anyone could watch logan yet still come conclusion hugh jackman could play type role honestly kind silly,1,0,2021-02-11 05:44:58,negative
1359740076499095556,𝘏𝘦𝘯𝘳𝘺 𝘑𝘰𝘯𝘢𝘵𝘩𝘢𝘯 𝘗𝘺𝘮,i feel like might handsome men me I like thor captain america iron man,0,0,2021-02-11 05:44:31,positive
1359739981292400649,Meri Mikayelyan,iron man right all phase end kind scar pepper become fire woman thing live right phew overall good movie,3,0,2021-02-11 05:44:08,positive
1359739662512832512,ShitstainJohnson,keep mind well also saw one main character sequel trilogy star war get less less screen time movie skin color iron man entire subplot chinese doctor perform surgery tony china,0,0,2021-02-11 05:42:52,negative
1359738201070587905,REBEL,first captain america definitely as captain marble definitely eh iron man one legit ur cap,0,0,2021-02-11 05:37:04,positive
1359737809964310533,Andrew,hey bro like be yesterday woke class today lay bed captain america one ehhh captain marvel one eh iron man eh idk bro far okay like best thing time,0,0,2021-02-11 05:35:31,positive
1359737761842954246,maria🪐,thought whole time watch iron man,1,0,2021-02-11 05:35:19,positive
1359737612702015488,jennthetutor 🎓 👩🏾‍🏫 #TestFreeNow,summary iron man men ego one decide why use good maybe world well could also decide chill could avoid know,1,0,2021-02-11 05:34:44,positive
1359737476567293952,-- 𝚃𝙾𝙽𝚈 𝚂𝚃𝙰𝚁𝙺 (wαndαvísíσn! Event),course people love spider man iron man fuck fair,1,1,2021-02-11 05:34:11,positive
1359737184014659585,Sodium Hydroxide 🇲🇾✨,question real world application nanotechnology me say dr iron man nanotech suite mark l full mark,3,1,2021-02-11 05:33:02,positive
1359737147952095234,william hart,point give space individuality get captain america thor read iron man civil war book come yes sick everything come together insular,0,0,2021-02-11 05:32:53,negative
1359736500775174144,Thwippy,rewatched iron man fuck good,1,0,2021-02-11 05:30:19,positive
1359736429727780866,-- 𝚃𝙾𝙽𝚈 𝚂𝚃𝙰𝚁𝙺 (wαndαvísíσn! Event),cue show maroon gold advanced mechanical gauntlet basically iron man glove i ever since fall,0,0,2021-02-11 05:30:02,positive
1359735900717031425,𝑪𝐞𝐥𝐢𝐧𝐞.,jude nod always see brave man like iron man hulk papa chose halloween costume joseph simply smile immediately carry man embrace you go good big brother love you,0,0,2021-02-11 05:27:56,positive
1359735729384005632,ProneGoose,watch lot if guy want win warzone game high rate watch man win hour tonight way man play make win feel super easy,1,0,2021-02-11 05:27:15,positive
1359735454145404930,TimesSquareChronicle,comic book legend jack kirby co creator captain america avenger x men iron man thor and story come alive,0,1,2021-02-11 05:26:09,positive
1359735195646062594,Kamina $tark ⎊,want talk new one,0,0,2021-02-11 05:25:07,positive
1359735188847230977,jules 🦞🦀,pls one never rlly like iron man idk love hate relationship wit tony stark,0,0,2021-02-11 05:25:06,negative
1359734846973767680,Paul Thomas Hamer,kidnap three musketeer man iron mask pretty much everything duma really around world day herges tin tin swallow amazon railway child basically I listing read child,0,0,2021-02-11 05:23:44,positive
1359734812127490050,maro storz,unique stainless steel guitar bracelet,0,0,2021-02-11 05:23:36,positive
1359734375701741568,william hart,ill continue watch eventually like saw like safe choice disguise odd one ragnarok shane smith iron man sequel marvel movie I like this different infinity war maybe,1,0,2021-02-11 05:21:52,negative
1359734161821609984,Shahid's Hussain,nice man,0,0,2021-02-11 05:21:01,positive
1359734110890168320,jhonDoom,nice man,0,0,2021-02-11 05:20:49,positive
1359734069765021696,jhonDoom,nice man,0,0,2021-02-11 05:20:39,positive
1359734059627384833,funero09,nice man,0,0,2021-02-11 05:20:37,positive
1359734037795995652,👑 King Ragnar,also found fun felt like iron man,7,0,2021-02-11 05:20:31,positive
1359733942882947074,Hmmm,guy lot strong look too dad iron worker strong man I ever met,1,0,2021-02-11 05:20:09,positive
1359733344955625478,Bear 🌍⭐️,watch iron man felt calm month,4,0,2021-02-11 05:17:46,positive
1359732701268484096,MNPolicyBot,clearwater county face civic crisis due unsold iron lung axe man,1,0,2021-02-11 05:15:13,negative
1359732415627993090,Megan,next three movie saw iron man thor avenger iron man good think first one well thor good well set nicely thor movie I excite see avenger amaze love,0,0,2021-02-11 05:14:05,positive
1359731993626443776,e⁷,apparently soobin defend iron man,0,0,2021-02-11 05:12:24,positive
1359731833987096576,Joshua Holl,wait mickey mouse watch tony stark give little boy iron man,0,0,2021-02-11 05:11:46,negative
1359731727887859713,Wayne Manning,father year union iron worker dad steel worker I soft hand guy I pilot I pull beat mccarthy go man go,0,0,2021-02-11 05:11:21,positive
1359731668580511744,Harrison Montevideo,favorite avenger iron man,0,0,2021-02-11 05:11:07,positive
1359731089258995718,spencer ‎✇,make bunch marvel one I do full iron man mjolnir cap shield one too,1,0,2021-02-11 05:08:48,positive
1359730121934995459,The Farmer,fumble bag bad gina carano the mandalorian terrance howard iron man,2,0,2021-02-11 05:04:58,negative
