venue,batting_team,bowling_team,innings,total_runs,venue_max_wicket_20,venue_min_wicket_20,venue_avg_wicket_20,venue_max_wicket_6,venue_min_wicket_6,venue_avg_wicket_6,venue_overall_sr_20,venue_overall_sr_6,venue_avg_runs_20,venue_min_runs_20,venue_max_runs_20,venue_avg_runs_6,venue_min_runs_6,venue_max_runs_6,venue_innings_max_wicket_20,venue_innings_min_wicket_20,venue_innings_avg_wicket_20,venue_innings_max_wicket_6,venue_innings_min_wicket_6,venue_innings_avg_wicket_6,venue_innings_innings_sr_20,venue_innings_innings_sr_6,venue_innings_avg_runs_20,venue_innings_min_runs_20,venue_innings_max_runs_20,venue_innings_avg_runs_6,venue_innings_min_runs_6,venue_innings_max_runs_6,venue_battingteam_strikerate_20,venue_battingteam_avg_runs_20,venue_battingteam_min_runs_20,venue_battingteam_max_runs_20,venue_battingteam_avg_wickets_20,venue_battingteam_min_wickets_20,venue_battingteam_max_wickets_20,venue_battingteam_avg_runs_6,venue_battingteam_min_runs_6,venue_battingteam_max_runs_6,venue_battingteam_avg_wickets_6,venue_battingteam_min_wickets_6,venue_battingteam_max_wickets_6,venue_bowlingteam_strikerate_20,venue_bowlingteam_avg_runs_20,venue_bowlingteam_min_runs_20,venue_bowlingteam_max_runs_20,venue_bowlingteam_avg_wickets_20,venue_bowlingteam_min_wickets_20,venue_bowlingteam_max_wickets_20,venue_bowlingteam_avg_runs_6,venue_bowlingteam_min_runs_6,venue_bowlingteam_max_runs_6,venue_bowlingteam_avg_wickets_6,venue_bowlingteam_min_wickets_6,venue_bowlingteam_max_wickets_6,venue_innings_battingteam_strikerate_20,venue_innings_battingteam_avg_runs_20,venue_innings_battingteam_min_runs_20,venue_innings_battingteam_max_runs_20,venue_innings_battingteam_avg_wickets_20,venue_innings_battingteam_min_wickets_20,venue_innings_battingteam_max_wickets_20,venue_innings_battingteam_avg_runs_6,venue_innings_battingteam_min_runs_6,venue_innings_battingteam_max_runs_6,venue_innings_battingteam_avg_wickets_6,venue_innings_battingteam_min_wickets_6,venue_innings_battingteam_max_wickets_6,venue_innings_bowlingteam_strikerate_20,venue_innings_bowlingteam_avg_runs_20,venue_innings_bowlingteam_min_runs_20,venue_innings_bowlingteam_max_runs_20,venue_innings_bowlingteam_avg_wickets_20,venue_innings_bowlingteam_min_wickets_20,venue_innings_bowlingteam_max_wickets_20,venue_innings_bowlingteam_avg_runs_6,venue_innings_bowlingteam_min_runs_6,venue_innings_bowlingteam_max_runs_6,venue_innings_bowlingteam_avg_wickets_6,venue_innings_bowlingteam_min_wickets_6,venue_innings_bowlingteam_max_wickets_6,venue_oppteam_batsmen_strikerate_20,venue_oppteam_batsmen_avg_runs_20,venue_oppteam_batsmen_min_runs_20,venue_oppteam_batsmen_max_runs_20,venue_oppteam_batsmen_avg_wickets_20,venue_oppteam_batsmen_min_wickets_20,venue_oppteam_batsmen_max_wickets_20,venue_oppteam_batsmen_avg_runs_6,venue_oppteam_batsmen_min_runs_6,venue_oppteam_batsmen_max_runs_6,venue_oppteam_batsmen_avg_wickets_6,venue_oppteam_batsmen_min_wickets_6,venue_oppteam_batsmen_max_wickets_6,venue_oppteam_bowler_innings,venue_oppteam_bowler_strikerate_20,venue_oppteam_bowler_avg_runs_20,venue_oppteam_bowler_min_runs_20,venue_oppteam_bowler_max_runs_20,venue_oppteam_bowler_avg_wickets_20,venue_oppteam_bowler_min_wickets_20,venue_oppteam_bowler_max_wickets_20,venue_oppteam_bowler_avg_runs_6,venue_oppteam_bowler_min_runs_6,venue_oppteam_bowler_max_runs_6,venue_oppteam_bowler_avg_wickets_6,venue_oppteam_bowler_min_wickets_6,venue_oppteam_bowler_max_wickets_6
Feroz Shah Kotla,Kolkata Knight Riders,Delhi Capitals,2.0,36.0,10.0,0.0,5.857142857,5.0,0.0,1.529411765,132.05,126.53000000000002,307.0166667,56.0,433.0,93.40000000000002,33.0,141.0,10.0,0.0,5.711864407,5.0,0.0,1.5932203390000002,131.67,128.7,147.84745759999998,44.0,214.0,47.72881356,22.0,73.0,116.37999999999992,141.0,126.0,158.0,6.25,2.0,10.0,43.5,33.0,59.0,1.5,0.0,3.0,142.2800000000001,155.32727272727269,44.0,218.0,5.672727272727273,0.0,10.0,48.56363636363636,24.0,73.0,1.3636363636363635,0.0,4.0,118.5599999999999,141.14285714285714,126.0,158.0,6.142857142857142,2.0,10.0,43.857142857142854,33.0,59.0,1.5714285714285714,0.0,3.0,136.9299999999999,148.6060606060606,44.0,202.0,5.5151515151515165,0.0,10.0,49.84848484848485,31.0,73.0,1.3939393939393938,0.0,4.0,124.14000000000003,29.433333333999997,5.8,58.79999999999999,0.9166666668,0.6,1.2,10.366666666,2.0,17.8,0.3666666667999999,0.0,0.8000000000000002,88.0,114.2,26.0,23.666666666666668,29.666666666666668,1.5833333333333333,1.3333333333333333,1.6666666666666667,12.0,12.0,12.0,1.0,1.0,1.0
Brabourne Stadium,Punjab Kings,Mumbai Indians,1.0,48.0,10.0,2.0,5.772727272999999,2.0,0.0,0.954545455,141.3,135.83,349.2727273,293.0,420.0,103.7272727,92.0,119.0,10.0,2.0,5.454545455,2.0,0.0,0.818181818,143.77,133.88,180.36363640000002,151.0,212.0,51.72727273,41.0,69.0,111.87000000000009,142.0,142.0,142.0,10.0,10.0,10.0,35.0,35.0,35.0,2.0,2.0,2.0,131.1299999999999,162.0,115.0,208.0,5.625,2.0,10.0,50.375,39.0,69.0,1.125,0.0,2.0,111.87000000000009,142.0,142.0,142.0,10.0,10.0,10.0,35.0,35.0,35.0,2.0,2.0,2.0,129.55000000000004,166.0,155.0,180.0,5.0,2.0,10.0,46.66666666666666,41.0,51.0,1.3333333333333333,0.0,2.0,88.42,22.25,22.25,22.25,1.0,1.0,1.0,8.75,8.75,8.75,0.5,0.5,0.5,23.75,129.07999999999998,30.25,30.25,30.25,2.25,2.25,2.25,12.0,12.0,12.0,0.5,0.5,0.5
Brabourne Stadium,Mumbai Indians,Punjab Kings,2.0,45.0,10.0,2.0,5.772727272999998,2.0,0.0,0.9545454550000001,141.3,135.83,349.2727273,293.0,420.0,103.7272727,92.0,119.0,10.0,3.0,6.090909091,2.0,0.0,1.0909090909999999,138.76,137.83,168.9090909,115.0,208.0,52.0,36.0,69.0,133.1899999999999,164.25,137.0,196.0,5.875,3.0,9.0,47.5,36.0,63.0,0.625,0.0,2.0,132.49000000000012,164.0,164.0,164.0,6.0,6.0,6.0,45.0,45.0,45.0,1.0,1.0,1.0,129.86000000000007,155.33333333333334,147.0,167.0,4.666666666666667,3.0,6.0,48.33333333333334,38.0,54.0,0.3333333333333333,0.0,1.0,132.49000000000012,164.0,164.0,164.0,6.0,6.0,6.0,45.0,45.0,45.0,1.0,1.0,1.0,110.84666666666666,27.0,27.0,27.0,1.0,1.0,1.0,12.666666666666666,12.666666666666666,12.666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,37.6,139.73399999999998,25.2,25.2,25.2,0.6,0.6,0.6,9.0,9.0,9.0,0.2,0.2,0.2
MA Chidambaram Stadium,Royal Challengers Bangalore,Chennai Super Kings,1.0,52.0,10.0,1.0,5.783333332999999,4.0,0.0,1.358333333,128.74,124.59999999999998,313.94915249999997,141.0,469.0,93.13559321999999,49.0,139.0,10.0,3.0,5.5762711860000005,4.0,0.0,1.305084746,132.19,122.05,163.8983051,70.0,246.0,45.593220339999995,22.0,68.0,115.69000000000004,142.5,66.0,189.0,7.3,4.0,10.0,40.5,22.0,60.0,1.7,0.0,3.0,112.58,151.39285714285714,70.0,223.0,6.482142857142858,2.0,10.0,46.64285714285714,22.0,67.0,1.607142857142857,0.0,4.0,117.93000000000002,143.5,66.0,189.0,6.666666666666668,4.0,10.0,41.16666666666666,22.0,60.0,1.1666666666666667,0.0,2.0,128.79000000000005,154.72727272727272,70.0,211.0,6.1818181818181825,3.0,10.0,44.36363636363637,22.0,67.0,1.5909090909090908,0.0,4.0,125.19,27.48611111,3.3333333333333335,65.0,1.0,0.6666666666666666,1.3333333333333333,15.308333333333332,3.3333333333333335,30.666666666666668,0.3666666666666667,0.0,1.0,77.66666666666667,125.75333333333333,30.133333333333336,22.666666666666668,36.666666666666664,1.2,0.3333333333333333,2.3333333333333335,15.5,8.333333333333334,21.666666666666668,0.8333333333333334,0.3333333333333333,1.3333333333333333
MA Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,2.0,56.0,10.0,1.0,5.783333333,4.0,0.0,1.358333333,128.74,124.6,313.94915249999997,141.0,469.0,93.13559322,49.0,139.0,10.0,1.0,6.13559322,4.0,0.0,1.4067796609999998,125.06,126.81,149.7288136,71.0,223.0,47.22033898,16.0,75.0,115.84999999999998,153.55357142857142,66.0,240.0,5.196428571428571,1.0,10.0,43.375,15.0,75.0,1.1785714285714286,0.0,4.0,126.36000000000004,155.6,71.0,208.0,6.3,3.0,9.0,43.0,16.0,56.0,0.8,0.0,2.0,121.33000000000007,142.13636363636363,66.0,203.0,5.227272727272728,1.0,10.0,44.18181818181818,15.0,75.0,1.0454545454545454,0.0,4.0,119.54000000000008,143.5,71.0,208.0,5.833333333333332,3.0,8.0,41.833333333333336,16.0,56.0,0.8333333333333334,0.0,2.0,123.935,27.7,7.0,53.5,1.0,1.0,1.0,15.7,6.0,27.0,0.1,0.0,0.5,153.75,119.04,28.2291666675,19.75,39.0,1.1875,0.25,2.25,11.8125,7.0,19.25,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,Rajasthan Royals,1.0,52.0,10.0,0.0,5.857142857,5.0,0.0,1.529411765,132.05,126.53,307.0166667,56.0,433.0,93.4,33.0,141.0,10.0,1.0,6.0,4.0,0.0,1.466666667,132.4,124.41,161.6333333,56.0,231.0,46.46666667,24.0,71.0,135.78000000000006,146.53571428571428,51.0,215.0,5.928571428571429,1.0,10.0,43.91071428571429,21.0,63.0,1.7321428571428572,0.0,5.0,131.63999999999993,157.14285714285714,132.0,188.0,4.857142857142857,1.0,7.0,44.57142857142857,27.0,55.0,1.5714285714285714,1.0,3.0,119.80999999999999,150.38235294117646,51.0,215.0,6.088235294117648,3.0,10.0,44.529411764705884,27.0,63.0,1.5882352941176472,0.0,3.0,130.25,161.6,132.0,188.0,5.4,3.0,7.0,43.6,27.0,52.0,1.8,1.0,3.0,152.21800000000002,31.466666666000002,17.0,48.4,0.7,0.4,1.0,12.9,8.4,17.4,0.3333333334,0.0,0.6,33.5,149.53,28.5625,26.5,31.25,1.3125,1.25,1.5,13.0,13.0,13.0,0.75,0.75,0.75
Feroz Shah Kotla,Rajasthan Royals,Delhi Capitals,2.0,39.0,10.0,0.0,5.857142857,5.0,0.0,1.529411765,132.04999999999998,126.52999999999999,307.0166666999999,56.0,433.0,93.39999999999999,33.0,141.0,10.0,0.0,5.711864407,5.0,0.0,1.5932203390000002,131.67,128.70000000000002,147.84745759999998,44.0,214.0,47.72881356,22.0,73.0,120.71999999999996,143.71428571428575,118.0,180.0,6.285714285714286,3.0,10.0,39.142857142857146,35.0,44.0,1.4285714285714286,0.0,4.0,142.2800000000001,155.32727272727269,44.0,218.0,5.672727272727273,0.0,10.0,48.56363636363636,24.0,73.0,1.3636363636363635,0.0,4.0,123.76000000000009,145.6,118.0,180.0,5.8,3.0,10.0,39.6,35.0,44.0,1.4000000000000001,0.0,4.0,136.92999999999986,148.6060606060606,44.0,202.0,5.5151515151515165,0.0,10.0,49.84848484848485,31.0,73.0,1.3939393939393943,0.0,4.0,84.29666666666667,10.023809523333334,5.833333333333333,17.5,0.9523809523333333,0.6666666666666666,1.1666666666666667,6.541666666666667,4.0,9.5,0.625,0.5,0.8333333333333334,86.5,105.35,20.375,16.75,24.5,1.625,0.75,2.75,9.25,7.25,12.0,0.70833333325,0.25,1.25
Eden Gardens,Kolkata Knight Riders,Deccan Chargers,1.0,46.0,10.0,0.0,5.701298701,4.0,0.0,1.415584416,131.52,123.93,307.24675319999994,166.0,430.0,92.53246753,48.0,137.0,10.0,1.0,6.233766234,4.0,0.0,1.324675325,131.48,122.13,160.18181819999998,81.0,232.0,45.64935065,15.0,69.0,124.13000000000007,147.54054054054058,56.0,225.0,5.364864864864866,1.0,10.0,44.16216216216216,21.0,68.0,1.391891891891892,0.0,4.0,123.12,152.0,112.0,181.0,5.0,4.0,6.0,39.333333333333336,26.0,46.0,1.6666666666666667,0.0,3.0,130.58000000000013,159.24390243902442,90.0,225.0,6.024390243902439,2.0,10.0,44.04878048780488,27.0,65.0,1.2682926829268293,0.0,4.0,138.08999999999992,172.0,163.0,181.0,5.0,4.0,6.0,46.0,46.0,46.0,1.0,0.0,2.0,96.49666666666667,24.0,11.666666666666666,36.333333333333336,1.0,1.0,1.0,10.666666666666666,8.333333333333334,13.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,50.25,138.92249999999999,29.625,28.25,31.0,0.91666666675,0.5,1.25,11.5,11.5,11.5,0.5,0.5,0.5
Eden Gardens,Deccan Chargers,Kolkata Knight Riders,2.0,59.0,10.0,0.0,5.701298701,4.0,0.0,1.415584416,131.52,123.93,307.24675319999994,166.0,430.0,92.53246753,48.0,137.0,10.0,0.0,5.168831169,4.0,0.0,1.506493506,131.57,125.74,147.0649351,49.0,204.0,46.88311688000001,26.0,76.0,107.17000000000003,131.66666666666666,100.0,150.0,7.666666666666668,5.0,10.0,40.0,29.0,56.0,1.6666666666666667,1.0,2.0,125.90000000000003,150.55405405405406,49.0,213.0,5.918918918918918,0.0,10.0,45.67567567567568,15.0,74.0,1.4324324324324325,0.0,4.0,118.37999999999992,147.5,145.0,150.0,6.5,5.0,8.0,42.5,29.0,56.0,1.5,1.0,2.0,131.92999999999998,150.82926829268294,49.0,204.0,5.487804878048781,0.0,10.0,47.268292682926834,27.0,74.0,1.4634146341463417,0.0,4.0,128.39666666666668,35.0,28.0,40.666666666666664,0.8333333333333334,0.6666666666666666,1.0,20.266666666666666,16.0,24.0,0.13333333333333333,0.0,0.3333333333333333,55.5,130.19750000000002,27.5,24.25,30.75,1.25,0.75,1.75,15.0,14.75,15.25,0.125,0.0,0.25
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Royal Challengers Bangalore,1.0,41.0,10.0,0.0,5.625,4.0,0.0,1.303571429,135.71,130.35,321.57142860000005,135.0,447.0,96.85714286,65.0,133.0,10.0,3.0,6.160714286,4.0,0.0,1.285714286,136.07,127.94,165.6428571,67.0,240.0,47.42857143,25.0,77.0,141.98000000000005,153.91071428571428,66.0,216.0,5.678571428571428,0.0,10.0,47.17857142857142,28.0,74.0,1.25,0.0,4.0,147.5500000000001,162.14285714285714,106.0,194.0,4.285714285714286,1.0,6.0,49.57142857142858,41.0,72.0,1.4285714285714286,0.0,4.0,130.4799999999999,156.8,102.0,216.0,6.3,3.0,10.0,46.0,33.0,74.0,1.2333333333333334,0.0,4.0,143.2900000000001,155.75,106.0,181.0,5.25,4.0,6.0,53.5,41.0,72.0,1.75,0.0,4.0,131.48333333333335,33.333333333333336,25.0,49.0,0.9166666666666666,0.6666666666666666,1.0,16.083333333333332,13.666666666666666,18.333333333333332,0.16666666666666666,0.0,0.3333333333333333,132.0,131.5625,28.4625,17.25,41.25,1.0958333332499999,0.25,2.0,11.0208333325,6.5,16.0,0.2375,0.0,0.75
"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,Punjab Kings,2.0,51.0,10.0,0.0,5.625,4.0,0.0,1.303571429,135.71,130.35,321.57142860000005,135.0,447.0,96.85714286,65.0,133.0,10.0,0.0,5.089285714,4.0,0.0,1.321428571,135.34,132.76,155.9285714,68.0,207.0,49.42857143,31.0,76.0,134.11000000000007,151.42857142857142,76.0,180.0,4.857142857142857,2.0,8.0,51.57142857142858,34.0,63.0,1.4285714285714286,0.0,3.0,148.8000000000001,160.07142857142858,67.0,240.0,5.571428571428572,0.0,10.0,47.5357142857143,25.0,65.0,1.357142857142857,0.0,4.0,138.1699999999999,145.25,76.0,174.0,4.25,2.0,6.0,51.25,34.0,63.0,1.75,1.0,3.0,137.99999999999994,154.8,84.0,193.0,5.2,0.0,10.0,48.26666666666666,31.0,65.0,1.3666666666666665,0.0,4.0,114.70666666666666,27.65079365,5.333333333333333,51.0,0.7936507936666667,0.3333333333333333,1.0,12.444444443333333,5.0,21.333333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333333,61.75,150.89499999999998,29.25,26.0,33.0,0.8125,0.25,1.5,14.5,12.75,16.25,0.625,0.25,1.0
MA Chidambaram Stadium,Chennai Super Kings,Rajasthan Royals,1.0,66.0,10.0,1.0,5.783333332999999,4.0,0.0,1.358333333,128.74,124.59999999999998,313.94915249999997,141.0,469.0,93.13559321999999,49.0,139.0,10.0,3.0,5.5762711860000005,4.0,0.0,1.305084746,132.19,122.05,163.8983051,70.0,246.0,45.593220339999995,22.0,68.0,115.84999999999998,153.55357142857142,66.0,240.0,5.196428571428571,1.0,10.0,43.375,15.0,75.0,1.1785714285714286,0.0,4.0,148.49999999999997,180.14285714285714,147.0,246.0,4.571428571428571,2.0,7.0,48.857142857142854,29.0,66.0,1.2857142857142858,0.0,3.0,121.56999999999998,160.67647058823533,100.0,240.0,5.117647058823528,3.0,10.0,42.588235294117645,26.0,66.0,1.2058823529411764,0.0,3.0,156.06,192.66666666666663,157.0,246.0,5.0,5.0,5.0,43.66666666666666,29.0,66.0,2.0,1.0,3.0,163.03333333333333,37.523809523333334,13.333333333333334,74.0,1.0,1.0,1.0,20.277777776666667,13.333333333333334,32.333333333333336,0.6111111113333333,0.3333333333333333,1.0,51.0,221.718,30.816666665999996,26.2,38.6,0.4666666666,0.2,1.0,11.64,9.8,13.2,0.24,0.2,0.4
MA Chidambaram Stadium,Rajasthan Royals,Chennai Super Kings,2.0,62.0,10.0,1.0,5.783333332999999,4.0,0.0,1.358333333,128.74,124.59999999999998,313.94915249999997,141.0,469.0,93.13559321999999,49.0,139.0,10.0,1.0,6.13559322,4.0,0.0,1.4067796609999998,125.06,126.81,149.7288136,71.0,223.0,47.22033898,16.0,75.0,134.85,165.42857142857142,132.0,208.0,5.857142857142858,4.0,9.0,48.0,40.0,62.0,0.7142857142857143,0.0,3.0,112.58,151.39285714285714,70.0,223.0,6.482142857142858,2.0,10.0,46.64285714285714,22.0,67.0,1.607142857142857,0.0,4.0,135.7600000000001,169.0,139.0,208.0,7.333333333333332,5.0,9.0,46.0,40.0,56.0,1.3333333333333333,0.0,3.0,117.58,148.94117647058823,95.0,223.0,6.64705882352941,2.0,10.0,47.82352941176472,33.0,64.0,1.5882352941176474,0.0,4.0,143.865,32.9,20.0,65.5,0.9,0.5,1.0,25.0,18.0,29.0,0.3333333335,0.0,0.5,83.33333333333333,148.78666666666666,37.333333333333336,31.0,44.333333333333336,1.0,0.6666666666666666,1.3333333333333333,19.555555556666665,15.333333333333334,22.666666666666668,0.0,0.0,0.0
Brabourne Stadium,Mumbai Indians,Deccan Chargers,1.0,53.0,10.0,2.0,5.772727272999999,2.0,0.0,0.954545455,141.3,135.83,349.2727273,293.0,420.0,103.7272727,92.0,119.0,10.0,2.0,5.454545455,2.0,0.0,0.818181818,143.77,133.88,180.36363640000002,151.0,212.0,51.72727273,41.0,69.0,133.1899999999999,164.25,137.0,196.0,5.875,3.0,9.0,47.5,36.0,63.0,0.625,0.0,2.0,143.76000000000013,178.0,178.0,178.0,5.0,5.0,5.0,53.0,53.0,53.0,0.0,0.0,0.0,135.6800000000001,169.6,137.0,196.0,6.6,4.0,9.0,47.0,36.0,63.0,0.8,0.0,2.0,143.76000000000013,178.0,178.0,178.0,5.0,5.0,5.0,53.0,53.0,53.0,0.0,0.0,0.0,113.75,24.5,24.5,24.5,1.0,1.0,1.0,24.5,24.5,24.5,0.0,0.0,0.0,20.5,161.2625,31.75,31.75,31.75,0.25,0.25,0.25,13.25,13.25,13.25,0.0,0.0,0.0
Brabourne Stadium,Deccan Chargers,Mumbai Indians,2.0,40.0,10.0,2.0,5.772727272999999,2.0,0.0,0.954545455,141.3,135.83,349.2727273,293.0,420.0,103.7272727,92.0,119.0,10.0,3.0,6.090909091,2.0,0.0,1.0909090909999999,138.76,137.83,168.9090909,115.0,208.0,52.0,36.0,69.0,94.79999999999998,108.0,108.0,108.0,10.0,10.0,10.0,40.0,40.0,40.0,2.0,2.0,2.0,131.1299999999999,162.0,115.0,208.0,5.625,2.0,10.0,50.375,39.0,69.0,1.125,0.0,2.0,94.79999999999998,108.0,108.0,108.0,10.0,10.0,10.0,40.0,40.0,40.0,2.0,2.0,2.0,134.72000000000023,159.6,115.0,208.0,6.0,3.0,10.0,52.6,39.0,69.0,1.0,0.0,2.0,104.18,15.25,15.25,15.25,1.0,1.0,1.0,10.0,10.0,10.0,0.5,0.5,0.5,31.5,93.24499999999999,14.75,14.75,14.75,1.5,1.5,1.5,10.0,10.0,10.0,0.5,0.5,0.5
Eden Gardens,Kolkata Knight Riders,Punjab Kings,1.0,53.0,10.0,0.0,5.701298701,4.0,0.0,1.415584416,131.52,123.93,307.24675319999994,166.0,430.0,92.53246753,48.0,137.0,10.0,1.0,6.233766234,4.0,0.0,1.324675325,131.48,122.13,160.18181819999998,81.0,232.0,45.64935065,15.0,69.0,124.13000000000008,147.54054054054058,56.0,225.0,5.364864864864865,1.0,10.0,44.16216216216216,21.0,68.0,1.391891891891892,0.0,4.0,143.75000000000009,169.8181818181818,120.0,218.0,5.090909090909091,2.0,9.0,52.09090909090909,40.0,76.0,1.2727272727272727,0.0,2.0,130.58000000000013,159.24390243902442,90.0,225.0,6.024390243902439,2.0,10.0,44.04878048780488,27.0,65.0,1.2682926829268293,0.0,4.0,149.7600000000001,187.2,163.0,218.0,5.0,3.0,8.0,50.2,40.0,55.0,0.8,0.0,2.0,168.465,74.5,62.0,87.0,0.75,0.5,1.0,21.25,17.5,25.0,0.0,0.0,0.0,61.25,142.73250000000002,29.25,23.5,34.0,0.39583333325000003,0.25,0.75,14.625,13.25,16.5,0.0,0.0,0.0
Eden Gardens,Punjab Kings,Kolkata Knight Riders,2.0,69.0,10.0,0.0,5.701298701,4.0,0.0,1.415584416,131.52,123.93,307.24675319999994,166.0,430.0,92.53246753,48.0,137.0,10.0,0.0,5.168831169,4.0,0.0,1.506493506,131.57,125.74,147.0649351,49.0,204.0,46.88311688000001,26.0,76.0,128.8400000000001,150.63636363636363,113.0,199.0,5.909090909090909,1.0,9.0,44.81818181818182,22.0,72.0,1.3636363636363635,0.0,3.0,125.90000000000003,150.55405405405406,49.0,213.0,5.918918918918918,0.0,10.0,45.67567567567568,15.0,74.0,1.4324324324324325,0.0,4.0,141.1499999999999,156.4,124.0,199.0,4.8,1.0,9.0,51.79999999999999,29.0,72.0,1.6000000000000003,0.0,3.0,131.92999999999998,150.82926829268294,49.0,204.0,5.487804878048781,0.0,10.0,47.268292682926834,27.0,74.0,1.4634146341463417,0.0,4.0,137.60666666666665,33.666666666666664,10.333333333333334,64.0,0.9166666666666666,0.6666666666666666,1.0,18.0,13.666666666666666,24.666666666666668,0.3333333333333333,0.3333333333333333,0.3333333333333333,39.5,194.8175,30.75,30.75,30.75,0.5,0.5,0.5,17.25,17.25,17.25,0.25,0.25,0.25
Feroz Shah Kotla,Delhi Capitals,Royal Challengers Bangalore,1.0,54.0,10.0,0.0,5.857142857,5.0,0.0,1.529411765,132.05,126.53,307.0166667,56.0,433.0,93.4,33.0,141.0,10.0,1.0,6.0,4.0,0.0,1.466666667,132.4,124.41,161.6333333,56.0,231.0,46.46666667,24.0,71.0,135.78000000000006,146.53571428571428,51.0,215.0,5.928571428571429,1.0,10.0,43.91071428571429,21.0,63.0,1.7321428571428572,0.0,5.0,134.91,164.85714285714286,95.0,194.0,7.428571428571429,5.0,10.0,47.714285714285715,38.0,58.0,1.7142857142857142,1.0,2.0,119.81,150.38235294117646,51.0,215.0,6.088235294117648,3.0,10.0,44.529411764705884,27.0,63.0,1.5882352941176472,0.0,3.0,127.88999999999994,157.5,95.0,191.0,6.5,5.0,10.0,48.0,38.0,58.0,1.5,1.0,2.0,150.035,39.6875,24.5,57.25,0.6875,0.25,1.25,12.625,5.25,19.75,0.4375,0.0,0.75,91.5,146.215,33.075,26.5,39.25,1.13333333325,0.5,1.75,13.58333333425,12.25,15.5,0.58333333325,0.25,1.0
Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Capitals,2.0,38.0,10.0,0.0,5.857142857,5.0,0.0,1.529411765,132.05,126.53000000000002,307.0166667,56.0,433.0,93.40000000000002,33.0,141.0,10.0,0.0,5.711864407,5.0,0.0,1.5932203390000002,131.67,128.7,147.84745759999998,44.0,214.0,47.72881356,22.0,73.0,135.22999999999993,156.42857142857142,97.0,211.0,4.571428571428571,0.0,9.0,44.142857142857146,36.0,57.0,1.2857142857142858,0.0,3.0,142.2800000000001,155.32727272727269,44.0,218.0,5.672727272727273,0.0,10.0,48.56363636363636,24.0,73.0,1.3636363636363635,0.0,4.0,128.52999999999997,138.5,97.0,169.0,5.25,0.0,9.0,48.75,36.0,57.0,1.25,0.0,3.0,136.9299999999999,148.6060606060606,44.0,202.0,5.5151515151515165,0.0,10.0,49.84848484848485,31.0,73.0,1.3939393939393938,0.0,4.0,97.40666666666665,20.266666666666666,10.0,33.666666666666664,0.8222222223333334,0.3333333333333333,1.0,8.777777776666667,6.333333333333333,12.0,0.44444444433333335,0.3333333333333333,0.6666666666666666,77.33333333333333,136.57,28.722222223333333,24.333333333333332,33.666666666666664,1.0,0.6666666666666666,1.6666666666666667,12.666666666666666,12.666666666666666,12.666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
"Vidarbha Cricket Association Stadium, Jamtha",Rajasthan Royals,Deccan Chargers,1.0,48.0,10.0,4.0,8.0,3.0,1.0,1.8333333330000001,118.87,115.22,294.0,277.0,316.0,88.33333333,73.0,100.0,10.0,6.0,8.0,3.0,1.0,2.0,121.08,123.21,149.33333330000002,138.0,159.0,46.0,35.0,55.0,119.42000000000004,147.0,147.0,147.0,10.0,10.0,10.0,43.0,43.0,43.0,2.0,2.0,2.0,117.45000000000002,145.0,138.0,159.0,9.333333333333334,8.0,10.0,47.0,38.0,55.0,1.3333333333333333,1.0,2.0,119.42000000000004,147.0,147.0,147.0,10.0,10.0,10.0,43.0,43.0,43.0,2.0,2.0,2.0,121.10999999999987,148.5,138.0,159.0,9.0,8.0,10.0,51.5,48.0,55.0,1.5,1.0,2.0,110.85749999999999,27.5,27.5,27.5,1.0,1.0,1.0,10.75,10.75,10.75,0.5,0.5,0.5,20.8,119.878,24.0,24.0,24.0,1.8,1.8,1.8,9.6,9.6,9.6,0.4,0.4,0.4
"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,Rajasthan Royals,2.0,52.0,10.0,4.0,8.0,3.0,1.0,1.8333333330000001,118.87,115.22,294.0,277.0,316.0,88.33333333,73.0,100.0,10.0,4.0,8.0,2.0,1.0,1.6666666669999999,116.67,107.63,144.66666669999998,138.0,157.0,42.33333333,37.0,52.0,113.4,140.0,131.0,147.0,6.666666666666668,4.0,10.0,36.66666666666666,30.0,47.0,2.333333333333333,2.0,3.0,124.38000000000021,157.0,157.0,157.0,10.0,10.0,10.0,52.0,52.0,52.0,2.0,2.0,2.0,112.20999999999992,139.0,131.0,147.0,7.0,4.0,10.0,40.0,33.0,47.0,2.0,2.0,2.0,124.38000000000021,157.0,157.0,157.0,10.0,10.0,10.0,52.0,52.0,52.0,2.0,2.0,2.0,116.36,32.0,32.0,32.0,1.25,1.25,1.25,11.75,11.75,11.75,0.5,0.5,0.5,42.0,127.36500000000001,29.75,29.75,29.75,0.5,0.5,0.5,13.0,13.0,13.0,0.5,0.5,0.5
